actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
,low,,,2026-06-25T19:22:30+00:00,unknown,https://www.researchgate.net/figure/Norovirus-outbreaks-reported-across-the-USA-National-Outbreak-Reporting-System-NORS_fig1_370791732,insufficient_information,,,live_search_result,not_assessed,researchgate.net,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],"Security check required
ResearchGate - Temporarily Unavailable
Security check required
We've detected unusual activity from your network. To continue, complete the security check below.
Ray ID: a1165a53eac7578c
Client IP: 199.111.224.21
©
ResearchGate GmbH. All rights reserved.",,,ResearchGate - Temporarily Unavailable,True,low,unknown,[],[],,,CDC NORS norovirus outbreak reports United States December 2024 January February 2025 cases hospitalizations deaths,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,4,Tavily,,src_search_6be93b583ffe,direct_target_official_fast_path_skips_source_identity,assessed,domain:researchgate_net,,low,low,[],unknown,,[],https://www.researchgate.net/figure/Norovirus-outbreaks-reported-across-the-USA-National-Outbreak-Reporting-System-NORS_fig1_370791732,False,False,False,False,possibly_relevant,not_assessed,"Norovirus outbreaks reported across the USA, National Outbreak...",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:22:30+00:00,unknown,https://www.contagionlive.com/view/entering-peak-norovirus-season-as-cases-rise-across-the-us,insufficient_information,,,live_search_result,not_assessed,contagionlive.com,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],"Advertisement

x

[![Image 1: Logo Image](https://www.contagionlive.com/logo.webp)](https://www.contagionlive.com/)

[News](https://www.contagionlive.com/news)

Media

[Medical World News](https://www.medicalworldnews.com/)[Podcasts](https://www.contagionlive.com/podcasts)[Videos](https://www.contagionlive.com/videos)[Insights](https://www.contagionlive.com/insights)[Peer Exchange](https://www.contagionlive.com/peer-exchange)[Media Day](https://www.contagionlive.com/media-day)[News Network](https://www.contagionlive.com/news-network)[Roundtables](https://www.contagionlive.com/roundtables)[Shor",,,Entering Peak Norovirus Season as Cases Rise Across the US,True,low,unknown,[],[],,,CDC NORS norovirus outbreak reports United States December 2024 January February 2025 cases hospitalizations deaths,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,6,Tavily,,src_search_f0d04211eb5c,direct_target_official_fast_path_skips_source_identity,assessed,domain:contagionlive_com,,low,low,[],unknown,,[],https://www.contagionlive.com/view/entering-peak-norovirus-season-as-cases-rise-across-the-us,False,False,False,False,possibly_relevant,not_assessed,Entering Peak Norovirus Season as Cases Rise Across the US,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:22:30+00:00,unknown,https://www.cbsnews.com/news/norovirus-rise-holiday-season-cdc-data,insufficient_information,,,live_search_result,not_assessed,cbsnews.com,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,report,"[""Norovirus cases rise ahead of holiday season, CDC data shows - CBS News""]","Watch CBS News

# Norovirus cases rise ahead of holiday season, CDC data shows

November 26, 2025 / 11:47 AM EST
/ CBS News

Norovirus cases have risen in the United States in recent weeks, according to data from the Centers for Disease Control and Prevention.

Nearly 14% of tests for the illness came back positive during the week that ended on Nov. 15, [according to CDC data](https://www.cdc.gov/nrevss/php/dashboard/index.html). Over 2,700 tests were conducted that week, according to the CDC, meaning that about 380 cases of norovirus were diagnosed in that period.

That's more than double the",Centers for Disease Control and Prevention,,"Norovirus cases rise ahead of holiday season, CDC data shows - CBS News",True,high,unknown,"[""page_title""]","[""Norovirus cases rise ahead of holiday season, CDC data shows - CBS News""]",page_metadata_or_text,,CDC NORS norovirus outbreak reports United States December 2024 January February 2025 cases hospitalizations deaths,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,7,Tavily,,src_search_36288934cc79,direct_target_official_fast_path_skips_source_identity,assessed,domain:cbsnews_com,,low,low,[],unknown,,[],https://www.cbsnews.com/news/norovirus-rise-holiday-season-cdc-data,False,False,False,False,possibly_relevant,not_assessed,"Norovirus cases rise ahead of holiday season, CDC data shows - CBS News",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:22:30+00:00,official_authority,https://www.health.state.mn.us/about/org/phl/annualreports/2025/norovirus.html,primary_case_claim_support,,,live_search_result,not_assessed,health.state.mn.us,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"* Data, Statistics, and Legislation 

  ## Data, Statistics, and Legislation

  Statistical reports, health economics, policy, and legislation.

  [Data, Statistics, and Legislation](/data/index.html)

  + [Community Health](/data/community.html)
  + [Diseases and Conditions](/diseases/diseasestats.html)
  + [Environmental Health](/data/environment.html)
  + [Health Behaviors and Risk Factors](/data/behaviors.html)

  + [Health Care Cost and Quality](/data/cost.html)
  + [Reporting and Exchanging Data](/data/reporting.html)
  + [Legislation and Policy](/data/legislation.html)
* Diseases and Co",,,Flurry of Norovirus Outbreaks Tackled by Minnesota Public Health ...,True,low,primary_or_authoritative,[],[],,official_public_health_agency,norovirus outbreak United States winter 2024 2025 cases deaths state health department report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_c26402b49d76,direct_target_official_fast_path_skips_source_identity,assessed,domain:health_state_mn_us,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.health.state.mn.us/about/org/phl/annualreports/2025/norovirus.html,False,False,True,False,possibly_relevant,not_assessed,Flurry of Norovirus Outbreaks Tackled by Minnesota Public Health ...,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:22:30+00:00,social_media,https://www.facebook.com/mnhealth/posts/in-the-winter-of-2024-2025-minnesota-saw-an-unusual-surge-of-outbreaks-of-norovi/1102616585225163,insufficient_information,,,live_search_result,not_assessed,facebook.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],"## Minnesota Department of Health's Post

---

### [**Minnesota Department of Health**](https://www.facebook.com/mnhealth?__cft__[0]=AZY1UIGZn46D95vPDEmhIWIaRsKVxGTcmeeEX0rAg2tbZ6u5F2YbwM8QX6S8qZuupDWwcqilDh9QtpIvLK3HWQg_jB01gBrO8h-D6WVHRhZI5ZiIp8PoNUdY9gyIQWIqaj7VVJpf0QgyNdXpS_iACk3PpByhgTELtZ0nlrJE9wLBOQ&__tn__=-UC%2CP-R)

[June 12, 2025](https://www.facebook.com/mnhealth/posts/pfbid0TH44joj3CTWELouTP1JYAYJJN4ds1gKoArvnwMjcUTK7NBXjTeASCRj6Pb23haw5l?__cft__[0]=AZY1UIGZn46D95vPDEmhIWIaRsKVxGTcmeeEX0rAg2tbZ6u5F2YbwM8QX6S8qZuupDWwcqilDh9QtpIvLK3HWQg_jB01gBrO8h-D6WVHRhZI5ZiIp8PoNUdY9gyIQWIqaj7VVJ",,,Minnesota Department of Health - Facebook,True,low,social,[],[],,social_media,norovirus outbreak United States winter 2024 2025 cases deaths state health department report,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,3,Tavily,,src_search_4674b69bd355,direct_target_official_fast_path_skips_source_identity,assessed,domain:facebook_com,,low,high,"[""domain""]",social_media,,[],https://www.facebook.com/mnhealth/posts/in-the-winter-of-2024-2025-minnesota-saw-an-unusual-surge-of-outbreaks-of-norovi/1102616585225163,True,False,False,False,possibly_relevant,not_assessed,Minnesota Department of Health - Facebook,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:22:30+00:00,official_authority,https://www.aha.org/news/headline/2025-01-09-norovirus-outbreaks-rise-across-us,primary_case_claim_support,,,live_search_result,not_assessed,aha.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""[![American Hospital Association.  Advancing Health in America](/themes/custom/aha/images/aha-brand-full.png) ![American Hospital Association.  Advancing Health in America](/themes/custom/aha/images/aha-brand.svg)](/)""]","[![American Hospital Association.  Advancing Health in America](/themes/custom/aha/images/aha-brand-full.png) ![American Hospital Association.  Advancing Health in America](/themes/custom/aha/images/aha-brand.svg)](/)



# Norovirus outbreaks rise across the U.S.

Jan 09, 2025 - 02:08 PM

![Consolidation ](/sites/default/files/styles/900x400/public/2020-02/banner-consolidation-2.jpg?itok=IV4sp8JL)

There were 91 suspected or confirmed norovirus outbreaks during the week of Dec. 5, according to [data](https://www.cdc.gov/norovirus/php/reporting/norostat-data-table.html ""Outbreaks data"") from th",Centers for Disease Control and Prevention,,Norovirus outbreaks rise across the U.S. | AHA News,True,high,primary_or_authoritative,"[""clean_text""]","[""[![American Hospital Association.  Advancing Health in America](/themes/custom/aha/images/aha-brand-full.png) ![American Hospital Association.  Advancing Health in America](/themes/custom/aha/images/aha-brand.svg)](/)""]",page_metadata_or_text,official_public_health_agency,norovirus outbreak United States winter 2024 2025 cases deaths state health department report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_d8b6d95ad369,direct_target_official_fast_path_skips_source_identity,assessed,domain:aha_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.aha.org/news/headline/2025-01-09-norovirus-outbreaks-rise-across-us,False,False,True,False,possibly_relevant,not_assessed,Norovirus outbreaks rise across the U.S. | AHA News,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,News or aggregator source may summarize upstream official reporting,2026-06-25T19:22:30+00:00,secondary_media,https://www.nbcnews.com/health/health-news/norovirus-2025-spread-rise-contagious-symptoms-experts-what-know-rcna244719,corroboration_support,,,live_search_result,not_assessed,nbcnews.com,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,report,"[""[Morning Rundown: What’s in the U.S.-Iran plan, Hegseth calls NATO allies ‘shameful,’ and why Chinese fans are supporting a World Cup referee](https://www.nbcnews.com/news/us-news/us-iran-agreement-jay-clayton-hearing-mo""]","[Morning Rundown: What’s in the U.S.-Iran plan, Hegseth calls NATO allies ‘shameful,’ and why Chinese fans are supporting a World Cup referee](https://www.nbcnews.com/news/us-news/us-iran-agreement-jay-clayton-hearing-morning-rundown-rcna350658)

IE 11 is not supported. For an optimal experience visit our site on another browser.

# Norovirus is spreading earlier again this year, wastewater data shows

Last year’s outbreaks were the largest in a decade, fueled by an emerging variant of the highly contagious, hard-to-kill virus. What will this year look like?

Norovirus is notoriously hard to k",Centers for Disease Control and Prevention,,"As Norovirus cases rise, here’s what to know about this year’s spread — and how to protect yourself",True,high,secondary,"[""clean_text""]","[""[Morning Rundown: What’s in the U.S.-Iran plan, Hegseth calls NATO allies ‘shameful,’ and why Chinese fans are supporting a World Cup referee](https://www.nbcnews.com/news/us-news/us-iran-agreement-jay-clayton-hearing-mo""]",page_metadata_or_text,news_media,norovirus outbreak United States winter 2024 2025 cases deaths state health department report,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,7,Tavily,,src_search_9007d7feb130,direct_target_official_fast_path_skips_source_identity,assessed,domain:nbcnews_com,,low,high,"[""domain""]",news_media,,[],https://www.nbcnews.com/health/health-news/norovirus-2025-spread-rise-contagious-symptoms-experts-what-know-rcna244719,False,False,False,False,possibly_relevant,not_assessed,"As Norovirus cases rise, here’s what to know about this year’s spread — and how to protect yourself",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:22:30+00:00,social_media,https://www.facebook.com/wdefnews12/posts/outbreaks-of-norovirus-are-most-common-between-november-and-april-the-cdc-says-l/1261711429336143,insufficient_information,,,live_search_result,not_assessed,facebook.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,social_post,[],,,,,False,,social,[],[],,social_media,norovirus surge outbreak United States 2025 cases hospitalizations news January February,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,1,Tavily,,src_search_926b43baa66c,direct_target_official_fast_path_skips_source_identity,assessed,domain:facebook_com,,low,high,"[""domain""]",social_media,,[],https://www.facebook.com/wdefnews12/posts/outbreaks-of-norovirus-are-most-common-between-november-and-april-the-cdc-says-l/1261711429336143,True,False,False,False,possibly_relevant,not_assessed,"WDEF News 12 - ""Outbreaks of norovirus are most common...",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T19:22:30+00:00,secondary_media,https://www.today.com/health/disease/norovirus-surge-2025-2026-rcna246985,corroboration_support,,,live_search_result,not_assessed,today.com,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,norovirus surge outbreak United States 2025 cases hospitalizations news January February,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,2,Tavily,,src_search_3b4e2043d3a5,direct_target_official_fast_path_skips_source_identity,assessed,domain:today_com,,low,medium,"[""source_type""]",news_media,,[],https://www.today.com/health/disease/norovirus-surge-2025-2026-rcna246985,False,False,False,False,possibly_relevant,not_assessed,Norovirus Surge May Be Driven by Ultra-Contagious Variant. Know These Signs,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T19:22:30+00:00,secondary_media,https://www.advisory.com/daily-briefing/2025/12/08/norovirus,corroboration_support,,,live_search_result,not_assessed,advisory.com,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,norovirus surge outbreak United States 2025 cases hospitalizations news January February,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,5,Tavily,,src_search_e119c616592e,direct_target_official_fast_path_skips_source_identity,assessed,domain:advisory_com,,low,medium,"[""source_type""]",news_media,,[],https://www.advisory.com/daily-briefing/2025/12/08/norovirus,False,False,False,False,possibly_relevant,not_assessed,Norovirus cases are surging. Here's how to protect yourself.,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:22:30+00:00,social_media,https://www.instagram.com/reel/DSTRj7tgZtP?hl=en,insufficient_information,,,live_search_result,not_assessed,instagram.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,social_post,[],,,,,False,,social,[],[],,social_media,norovirus surge outbreak United States 2025 cases hospitalizations news January February,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,6,Tavily,,src_search_40830ab6aa00,direct_target_official_fast_path_skips_source_identity,assessed,domain:instagram_com,,low,high,"[""domain""]",social_media,,[],https://www.instagram.com/reel/DSTRj7tgZtP?hl=en,True,False,False,False,possibly_relevant,not_assessed,"Cases of a highly contagious stomach virus, norovirus ... - Instagram",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:22:30+00:00,social_media,https://www.youtube.com/watch?v=sDnD-iOosWc,insufficient_information,,,live_search_result,not_assessed,youtube.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,social_post,[],,,,,False,,social,[],[],,social_media,norovirus surge outbreak United States 2025 cases hospitalizations news January February,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,7,Tavily,,src_search_1508618df96d,direct_target_official_fast_path_skips_source_identity,assessed,domain:youtube_com,,low,high,"[""domain""]",social_media,,[],https://www.youtube.com/watch?v=sDnD-iOosWc,True,False,False,False,possibly_relevant,not_assessed,What to know about norovirus as cases surge across U.S. - YouTube,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:22:30+00:00,official_authority,https://www.cdc.gov/norovirus/php/reporting/calicinet-data.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""CaliciNet Data | Norovirus | CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)

**Related Topics:**

![Centers for Disease Control and",Centers for Disease Control and Prevention,,CaliciNet Data | Norovirus | CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""CaliciNet Data | Norovirus | CDC""]",page_metadata_or_text,national_public_health_agency,norovirus outbreaks United States February 2025 cases weekly CDC data,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_4b269588163c,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/norovirus/php/reporting/calicinet-data.html,False,False,True,False,possibly_relevant,not_assessed,CaliciNet Data | Norovirus | CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
pinellas.floridahealth.gov,high,pinellas_floridahealth_gov,,2026-06-25T19:22:30+00:00,official_authority,https://pinellas.floridahealth.gov/wp-content/uploads/sites/54/2025/05/epi-watch-february-2025.pdf,primary_case_claim_support,,,live_search_result,not_assessed,pinellas.floridahealth.gov,[],not_assessed,medium,subnational,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"EPI WATCH Monthly Epidemiology Newsletter FLORIDA DEPARTMENT OF HEALTH IN PINELLAS COUNTY February 2025 Director Ulyee Choe, DO Editor Rachel Ilic, MPH, CPH, CIC Rachel.Ilic@FLHealth.gov Division of Disease Control and Health Protection To report HIV/AIDS by mail: Surveillance Room 3-138 205 Dr. MLK Jr St. N St. Petersburg, FL 33701 Disease Reporting To report diseases and clusters of illness: Phone: 727-824-6932 Fax: 727-484-3865 (excluding HIV/AIDS) 1 WWW.PINELLASHEALTH.COM Find us on Facebook www.facebook.com/HealthyPinellas Follow us on X: @HealthyPinellas 205 Dr. MLK Jr. St. N St. Petersb",,,[PDF] EPI WATCH - Florida Department of Health in Pinellas County,True,low,primary_or_authoritative,"[""domain""]",[],domain,state_or_local_public_health_agency,norovirus outbreaks United States February 2025 cases weekly CDC data,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_ef797e11ce78,direct_target_official_fast_path_skips_source_identity,assessed,publisher:pinellas_floridahealth_gov,pinellas.floridahealth.gov,high,high,"[""domain""]",state_or_local_public_health_agency,,[],https://pinellas.floridahealth.gov/wp-content/uploads/sites/54/2025/05/epi-watch-february-2025.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] EPI WATCH - Florida Department of Health in Pinellas County,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T19:22:30+00:00,secondary_media,https://fbplans.com/cdc-data-shows-rising-number-of-norovirus-outbreaks,corroboration_support,,,live_search_result,not_assessed,fbplans.com,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,norovirus outbreaks United States February 2025 cases weekly CDC data,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,7,Tavily,,src_search_20774518b571,direct_target_official_fast_path_skips_source_identity,assessed,domain:fbplans_com,,low,medium,"[""source_type""]",news_media,,[],https://fbplans.com/cdc-data-shows-rising-number-of-norovirus-outbreaks,False,False,False,False,possibly_relevant,not_assessed,CDC Data Shows Rising Number of Norovirus Outbreaks,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:22:30+00:00,official_authority,https://www.cdc.gov/nors/about/index.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""About the National Outbreak Reporting System (NORS) | NORS | CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)

**Related Topics:**

![Centers for Disease Control and",Centers for Disease Control and Prevention,,About the National Outbreak Reporting System (NORS) | NORS | CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""About the National Outbreak Reporting System (NORS) | NORS | CDC""]",page_metadata_or_text,national_public_health_agency,CDC NORS National Outbreak Reporting System norovirus 2024 2025 outbreak data hospitalizations deaths setting,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,3,Tavily,,src_search_ec17d33f4f1d,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/nors/about/index.html,False,False,True,False,possibly_relevant,not_assessed,About the National Outbreak Reporting System (NORS) | NORS | CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:22:30+00:00,official_authority,https://www.cdc.gov/norovirus/outbreak-basics/index.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""Norovirus Outbreaks - CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)

**Related Topics:**

![Centers for Disease Control and",Centers for Disease Control and Prevention,,Norovirus Outbreaks - CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Norovirus Outbreaks - CDC""]",page_metadata_or_text,national_public_health_agency,CDC NORS National Outbreak Reporting System norovirus 2024 2025 outbreak data hospitalizations deaths setting,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_b15c469d896c,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/norovirus/outbreak-basics/index.html,False,False,True,False,possibly_relevant,not_assessed,Norovirus Outbreaks - CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:22:30+00:00,unknown,https://thehill.com/policy/healthcare/5059834-norovirus-outbreaks-cdc,insufficient_information,,,live_search_result,not_assessed,thehill.com,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,report,"[""Norovirus outbreaks surging across the US: CDC data - The Hill""]","[Skip to content](#content)





[Healthcare](https://thehill.com/policy/healthcare/ ""Healthcare"")

# Norovirus outbreaks surging across the US: CDC data

by [Nathaniel Weixel](https://thehill.com/author/nathaniel-weixel/) - 12/30/24 10:18 AM ET  



Link copied

by [Nathaniel Weixel](https://thehill.com/author/nathaniel-weixel/) - 12/30/24 10:18 AM ET

Link copied

####

NOW PLAYING

####



Norovirus cases are surging across the country this winter, according to Centers for Disease Control and Prevention (CDC) data.

There were [91 outbreaks](https://www.cdc.gov/norovirus/php/reporting/noros",Centers for Disease Control and Prevention,,Norovirus outbreaks surging across the US: CDC data - The Hill,True,high,unknown,"[""page_title""]","[""Norovirus outbreaks surging across the US: CDC data - The Hill""]",page_metadata_or_text,,CDC NORS National Outbreak Reporting System norovirus 2024 2025 outbreak data hospitalizations deaths setting,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,6,Tavily,,src_search_2acdad71566e,direct_target_official_fast_path_skips_source_identity,assessed,domain:thehill_com,,low,low,[],unknown,,[],https://thehill.com/policy/healthcare/5059834-norovirus-outbreaks-cdc,False,False,False,False,possibly_relevant,not_assessed,Norovirus outbreaks surging across the US: CDC data - The Hill,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
