actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
Centers for Disease Control and Prevention,needs_more_evidence; defer_decision,2024-05-01-2024-07-31,Salmonella,Primary case claim has no independent corroborating source.,claim_corroboration_review,claim_corroboration_review,United States,P1_high,11,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,claim corroboration review - review_claim_corroboration_review_corr_event_007 - CDC ends its probe of cucumber Salmonella outbreak after...,CDC ends its probe of cucumber Salmonella outbreak after 551 cases | CIDRAP,https://www.cidrap.umn.edu/salmonella/cdc-ends-its-probe-cucumber-salmonella-outbreak-after-551-cases,review_claim_corroboration,"Is the claim independently corroborated, conflicting, or only single-source evidence?",claim_rec_src_search_8fb76173fa13_006_cases_confirmed; src_search_8fb76173fa13; corr_event_007,claim,Claim-level support is unresolved or depends on a single source.
,needs_more_evidence; defer_decision,2024-05-01-2024-07-31,Salmonella,Primary case claim has no independent corroborating source.,claim_corroboration_review,claim_corroboration_review,United States,P1_high,12,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,claim corroboration review - review_claim_corroboration_review_corr_event_008 - Cucumber outbreak from salmonella over - PIRG,Cucumber outbreak from salmonella over - PIRG,https://pirg.org/edfund/updates/cucumber-outbreak-from-salmonella-over,review_claim_corroboration,"Is the claim independently corroborated, conflicting, or only single-source evidence?",claim_rec_src_search_f06158a1a260_001_cases_unspecified; claim_rec_src_search_f06158a1a260_001_hospitalizations; claim_rec_src_search_f06158a1a260_002_hospitalizations; src_search_f06158a1a260; corr_event_008,claim,Claim-level support is unresolved or depends on a single source.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,13,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_15fc5f8d47e2 - Food for Thought 2025,Food for Thought 2025,https://pirg.org/edfund/resources/food-for-thought-2025,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_15fc5f8d47e2,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,14,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_397f647da895 - Cucumbers linked to salmonella outbreak in 31 states - abc7NY,Cucumbers linked to salmonella outbreak in 31 states - abc7NY,https://abc7ny.com/post/cucumbers-recalled-salmonella-outbreak-cdc-fda/15189755,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_397f647da895,source,Publisher or source identity uncertainty can affect source independence and credibility.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-05-01-2024-07-31,Salmonella,,claim_corroboration_review,anomaly,United States,P1_high,15,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_006 - event_001,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_001; anom_006,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-05-01-2024-07-31,Salmonella,,claim_corroboration_review,anomaly,United States,P1_high,16,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_007 - event_005,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_005; anom_007,anomaly,Claim-level support is unresolved or depends on a single source.
CIDRAP,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-07-31,Salmonellosis (non-typhoidal Salmonella),[### Salmonella outbreaks linked to backyard poultry send 54 to the hospital,claim_corroboration_review,duplicate_event_clustering,United States,P1_high,17,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,"claim corroboration review - review_duplicate_event_002 - Report: Illnesses from contaminated food increased in 2024, severe cases double...","Report: Illnesses from contaminated food increased in 2024, severe cases doubled | CIDRAP",https://www.cidrap.umn.edu/foodborne-disease/report-illnesses-contaminated-food-increased-2024-severe-cases-doubled,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_8207a084046e_001; event_002,record,Claim-level support is unresolved or depends on a single source.
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-07-31,Salmonellosis (non-typhoidal Salmonella),"# Salmonella outbreak linked to backyard poultry grows to 104 illnesses, 1 death",claim_corroboration_review,duplicate_event_clustering,United States,P1_high,18,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_003 - Salmonella outbreak linked to backyard poultry grows to ... - CIDRAP,Salmonella outbreak linked to backyard poultry grows to ... - CIDRAP,https://www.cidrap.umn.edu/salmonella/salmonella-outbreak-linked-backyard-poultry-grows-104-illnesses-1-death,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_95a418d2f831_001; event_003,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-07-31,Salmonellosis (non-typhoidal Salmonella),Total Illnesses: 113,claim_corroboration_review,duplicate_event_clustering,United States,P1_high,19,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_004 - Outbreak Investigation of Salmonella: Cucumbers (November 2024),Outbreak Investigation of Salmonella: Cucumbers (November 2024),https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-november-2024,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_793a8dd9911b_001; rec_src_search_793a8dd9911b_002; event_004,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-07-31,Salmonellosis (non-typhoidal Salmonella),Total Illnesses: 551,claim_corroboration_review,duplicate_event_clustering,United States,P1_high,20,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_005 - Outbreak Investigation of Salmonella: Cucumbers (June 2024) - FDA,Outbreak Investigation of Salmonella: Cucumbers (June 2024) - FDA,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-june-2024,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_33733b13ba13_001; rec_src_search_33733b13ba13_002; rec_src_search_33733b13ba13_003; event_005,record,Claim-level support is unresolved or depends on a single source.
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-07-31,Salmonellosis (non-typhoidal Salmonella),# UPDATE – Ongoing *Salmonella* outbreaks linked to backyard poultry sickens 150 more people with over a quarter of cases in children under 5 years old,claim_corroboration_review,duplicate_event_clustering,United States,P1_high,21,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_006 - Ongoing Salmonella outbreaks linked to backyard poultry sickens ...,Ongoing Salmonella outbreaks linked to backyard poultry sickens ...,https://www.cdc.gov/media/releases/2026/2026-update-ongoing-salmonella-outbreaks-linked-to-backyard-poultry-sickens-150-more-people-with-over.html,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_6ec6e3fd8adc_001; event_006,record,Claim-level support is unresolved or depends on a single source.
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-07-31,Salmonellosis (non-typhoidal Salmonella),# CDC ends its probe of cucumber Salmonella outbreak after 551 cases,claim_corroboration_review,duplicate_event_clustering,United States,P1_high,22,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_010 - CDC ends its probe of cucumber Salmonella outbreak after 551 cases | CIDRAP,CDC ends its probe of cucumber Salmonella outbreak after 551 cases | CIDRAP,https://www.cidrap.umn.edu/salmonella/cdc-ends-its-probe-cucumber-salmonella-outbreak-after-551-cases,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_8fb76173fa13_001; event_010,record,Claim-level support is unresolved or depends on a single source.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,23,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_01e4ab75e33f - FSIS Issues Public Health Alert For Ready-To-Eat Poultry Pro...,FSIS Issues Public Health Alert For Ready-To-Eat Poultry Products Containing FDA-Regulated Dairy Products That Have Been Recalled Due To Possible Listeria Monocytogenes Contamination | Food Safety and Inspection Service,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-ready-eat-poultry-products-containing-fda-regulated,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_01e4ab75e33f,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,24,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_25738f18fb27 - Salmonella outbreak detected in 29 U.S. states as health off...,Salmonella outbreak detected in 29 U.S. states as health officials ...,https://ktla.com/news/more-than-270-infected-in-mysterious-salmonella-outbreak-detected-in-29-states,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_25738f18fb27,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,25,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_33733b13ba13 - Outbreak Investigation of Salmonella: Cucumbers (June 2024)...,Outbreak Investigation of Salmonella: Cucumbers (June 2024) - FDA,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-june-2024,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_33733b13ba13,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,26,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_3c32f8c03a31 - Outbreak Investigation of Salmonella: Cucumbers (May 2025) -...,Outbreak Investigation of Salmonella: Cucumbers (May 2025) - FDA,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-may-2025,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_3c32f8c03a31,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,27,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_48540a4df4f2 - Chicken Linked to Salmonella Outbreak in 29 States - Allrecipes,Chicken Linked to Salmonella Outbreak in 29 States - Allrecipes,https://www.allrecipes.com/backyard-poultry-salmonella-outbreak-may-2024-8655959,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_48540a4df4f2,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,28,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_793a8dd9911b - Outbreak Investigation of Salmonella: Cucumbers (November 2024),Outbreak Investigation of Salmonella: Cucumbers (November 2024),https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-november-2024,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_793a8dd9911b,source,Publisher or source identity uncertainty can affect source independence and credibility.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,29,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_814630932f43 - Public Health Alert Issued Amid January 2026 Salmonella Outb...,Public Health Alert Issued Amid January 2026 Salmonella Outbreak,https://medtigo.com/news/public-health-alert-issued-amid-january-2026-salmonella-outbreak,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_814630932f43,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,30,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_843a36718811 - FSIS Issues Public Health Alert for Various Meat and Poultry...,FSIS Issues Public Health Alert for Various Meat and Poultry Products Containing FDA-Regulated Dairy Products That Have Been Recalled Due to Possible Salmonella Contamination | Food Safety and Inspection Service,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-various-meat-and-poultry-products-containing-fda,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_843a36718811,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,31,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_8d0aef1a7c3b - Salmonellosis, USA - BEACON","Salmonellosis, USA - BEACON",https://beaconbio.org/en/event?eventid=6a50eced-5b6d-4a08-b25d-b45132969687&locations=8c348b43-d00a-48b6-90e6-01254a59d109,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_8d0aef1a7c3b,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,32,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_b3970fa613bc - Constituent Update - April 25, 2025 | Food Safety and Inspec...","Constituent Update - April 25, 2025 | Food Safety and Inspection Service",http://www.fsis.usda.gov/news-events/news-press-releases/constituent-update-april-25-2025,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_b3970fa613bc,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,33,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_c6847df134ad - USDA-FSIS Recall Cases, Retail List - Update","USDA-FSIS Recall Cases, Retail List - Update",https://content.govdelivery.com/accounts/USFSIS/bulletins/3b3168e,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_c6847df134ad,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,34,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_d95e02cc3006 - Outbreak Investigation of Salmonella: Eggs (Sept 2024) - FDA,Outbreak Investigation of Salmonella: Eggs (Sept 2024) - FDA,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-eggs-sept-2024,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_d95e02cc3006,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,35,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_e7a1cca073de - Outbreak Investigations: Response | Food Safety and Inspecti...,Outbreak Investigations: Response | Food Safety and Inspection Service,http://www.fsis.usda.gov/food-safety/foodborne-illness-and-disease/outbreaks/outbreak-investigations-response,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_e7a1cca073de,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,36,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_f06158a1a260 - Cucumber outbreak from salmonella over - PIRG,Cucumber outbreak from salmonella over - PIRG,https://pirg.org/edfund/updates/cucumber-outbreak-from-salmonella-over,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_f06158a1a260,source,Publisher or source identity uncertainty can affect source independence and credibility.
