actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
,needs_more_evidence; defer_decision,2024-01-01-2024-12-31,Cholera,Primary case claim has no independent corroborating source.,claim_corroboration_review,claim_corroboration_review,Haiti,P1_high,1,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,"claim corroboration review - review_claim_corroboration_review_corr_event_001 - Cholera outbreak in Haiti persists, particularly in sites...","Cholera outbreak in Haiti persists, particularly in sites ... - BEACON",https://beaconbio.org/en/report?reportid=e1816dc5-50ab-41c0-90df-bde8617d2d78&eventid=4608b346-c917-4783-9f7d-e6e9af15cb65&locations=aaa9ccfe-ddd5-43a6-93cc-f7ea1f40330c,review_claim_corroboration,"Is the claim independently corroborated, conflicting, or only single-source evidence?",claim_rec_src_search_9aefe8d01e47_001_cases_confirmed; claim_rec_src_search_9aefe8d01e47_001_cases_suspected; claim_rec_src_search_9aefe8d01e47_002_cases_confirmed; claim_rec_src_search_9aefe8d01e47_002_cases_suspected; claim_rec_src_search_9aefe8d01e47_002_deaths; src_search_9aefe8d01e47; corr_event_001,claim,Claim-level support is unresolved or depends on a single source.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,source_identity_review,source_credibility,Haiti,P1_high,12,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_cabaf4b4fb77 - Haiti Emergency Situation Report No. 20 (As of 24 April 2024),Haiti Emergency Situation Report No. 20 (As of 24 April 2024),https://reliefweb.int/report/haiti/haiti-emergency-situation-report-no-20-24-april-2024,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_cabaf4b4fb77,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,source_identity_review,source_credibility,Haiti,P1_high,13,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_dbb3d2d563a6 - UNICEF Haiti Humanitarian Situation Report No. 11, End of Ye...","UNICEF Haiti Humanitarian Situation Report No. 11, End of Year 2024",https://reliefweb.int/report/haiti/unicef-haiti-humanitarian-situation-report-no-11-end-year-2024,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_dbb3d2d563a6,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,source_identity_review,source_credibility,Haiti,P1_high,14,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_ddb620fb680b - Haiti situation reports,Haiti situation reports,https://www.unicef.org/appeals/haiti/situation-reports,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_ddb620fb680b,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,source_identity_review,source_credibility,Haiti,P1_high,15,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_fd011c887606 - Amidst insecurity in Haiti, new cholera upsurge puts 1.2 mil...","Amidst insecurity in Haiti, new cholera upsurge puts 1.2 million ...",https://www.unicef.org/lac/en/press-releases/amidst-insecurity-haiti-new-cholera-upsurge-puts-12-million-children-at-risk,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_fd011c887606,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,16,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_1f26d88854bb - [PDF] Recrudescence mondiale du choléra - HAL,[PDF] Recrudescence mondiale du choléra - HAL,https://hal.science/hal-04975318v1/file/msc240210.pdf,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_1f26d88854bb,source,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,17,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_26644e72a6de - Cholera Outbreak in Haiti. Situation Report, n. 8 (13 March 2024)","Cholera Outbreak in Haiti. Situation Report, n. 8 (13 March 2024)",https://iris.paho.org/items/57b8e4ad-c5f6-4d3a-bf38-551d6be86b4e,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_26644e72a6de,source,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,18,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_4180ab8bf01c - Situation Reports Cholera Outbreak in Hispaniola. 2022 - Marzo 2024,Situation Reports Cholera Outbreak in Hispaniola. 2022 - Marzo 2024,https://www.paho.org/en/cholera-outbreak-haiti-2022-situation-report,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_4180ab8bf01c,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,19,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_42c6ab0993b9 - UNICEF Haiti Humanitarian Situation Report No. 7, 1 July-30 ...","UNICEF Haiti Humanitarian Situation Report No. 7, 1 July-30 ...",https://reliefweb.int/report/haiti/unicef-haiti-humanitarian-situation-report-no-7-1-july-30-september-2025,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_42c6ab0993b9,source,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,20,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_56a999cb40ed - Cholera Outbreak in Haiti: Situation Report 8 - 13 March 2024 - PAHO,Cholera Outbreak in Haiti: Situation Report 8 - 13 March 2024 - PAHO,https://www.paho.org/en/documents/cholera-outbreak-haiti-situation-report-8-13-march-2024,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_56a999cb40ed,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,21,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_664c22f9e3a2 - Élimination du choléra en Haïti,Élimination du choléra en Haïti,https://www.choleraalliance.org/fr/actualites/elimination-du-cholera-haiti,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_664c22f9e3a2,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,22,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_6dc5eabed325 - Water Insecurity, Sociopolitical Instability, and Resurgence of Cholera...","Water Insecurity, Sociopolitical Instability, and Resurgence of Cholera in Haiti, 2022: An Outbreak Investigation in: The American Journal of Tropical Medicine and Hygiene Volume 113 Issue 3 (2025)",https://www.ajtmh.org/view/journals/tpmd/113/3/article-p689.xml,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_6dc5eabed325,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,23,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_802ab0048156 - Haiti: Cholera - Reports - ReliefWeb Response,Haiti: Cholera - Reports - ReliefWeb Response,https://response.reliefweb.int/haiti/cholera/reports,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_802ab0048156,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,24,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_8f7e2ec5d5f0 - L'origine de l'épidémie de choléra à Haïti en 2010,L'origine de l'épidémie de choléra à Haïti en 2010,https://www.alternatives-humanitaires.org/fr/2024/03/19/lorigine-de-lepidemie-de-cholera-a-haiti-en-2010,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_8f7e2ec5d5f0,source,This review item requires human inspection before it should affect downstream interpretation.
World Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,25,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_97b3a3ccdaaa - Choléra – Haïti,Choléra – Haïti,https://www.who.int/fr/emergencies/disease-outbreak-news/item/2022-DON415,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_97b3a3ccdaaa,source,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,26,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_efcb55db66a9 - Cholera outbreak in Haiti 2022 - Situation Report 1 - PAHO/WHO | Pan Am...,Cholera outbreak in Haiti 2022 - Situation Report 1 - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/cholera-outbreak-haiti-2022-situation-report-1,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_efcb55db66a9,source,This review item requires human inspection before it should affect downstream interpretation.
World Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,27,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_f4c1149a4012 - Cholera burden in 2024,Cholera burden in 2024,https://www.choleraalliance.org/en/news/cholera-burden-2024,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_f4c1149a4012,source,This review item requires human inspection before it should affect downstream interpretation.
World Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,28,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_ff6f6ca8effc - Cholera- Haiti - World Health Organization (WHO),Cholera- Haiti - World Health Organization (WHO),https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON427,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_ff6f6ca8effc,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,29,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_25902466ae28 - UNICEF Haiti Humanitarian Situation Report No. 3: 1 to 30 April 2024,UNICEF Haiti Humanitarian Situation Report No. 3: 1 to 30 April 2024,https://reliefweb.int/report/haiti/unicef-haiti-humanitarian-situation-report-no-3-1-30-april-2024,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_25902466ae28,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,30,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_42c6ab0993b9 - UNICEF Haiti Humanitarian Situation Report No. 7, 1 July-30 ...","UNICEF Haiti Humanitarian Situation Report No. 7, 1 July-30 ...",https://reliefweb.int/report/haiti/unicef-haiti-humanitarian-situation-report-no-7-1-july-30-september-2025,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_42c6ab0993b9,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,31,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_52b7f0d4d92b - UNICEF Haiti Humanitarian Situation Report No. 6: Mid-Year 2025,UNICEF Haiti Humanitarian Situation Report No. 6: Mid-Year 2025,https://reliefweb.int/report/haiti/unicef-haiti-humanitarian-situation-report-no-6-mid-year-2025,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_52b7f0d4d92b,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,32,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_6dc5eabed325 - Water Insecurity, Sociopolitical Instability, and Resurgence of Cholera in Haiti...","Water Insecurity, Sociopolitical Instability, and Resurgence of Cholera in Haiti, 2022: An Outbreak Investigation in: The American Journal of Tropical Medicine and Hygiene Volume 113 Issue 3 (2025)",https://www.ajtmh.org/view/journals/tpmd/113/3/article-p689.xml,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_6dc5eabed325,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,33,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_76ddaf069a83 - [PDF] Haiti - UNICEF,[PDF] Haiti - UNICEF,https://www.unicef.org/media/164411/file/Haiti-Humanitarian-SitRep-September-2024.pdf,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_76ddaf069a83,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,34,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_802ab0048156 - Haiti: Cholera - Reports - ReliefWeb Response,Haiti: Cholera - Reports - ReliefWeb Response,https://response.reliefweb.int/haiti/cholera/reports,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_802ab0048156,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,35,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_9551dc7b0b7e - Situation Report In 2024, humanitarian partners & the Govt. of ...","Situation Report In 2024, humanitarian partners & the Govt. of ...",https://x.com/OCHA_Ethiopia/status/1901624800289665470,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_9551dc7b0b7e,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,36,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_9aefe8d01e47 - Cholera outbreak in Haiti persists, particularly in sites ... - BEACON","Cholera outbreak in Haiti persists, particularly in sites ... - BEACON",https://beaconbio.org/en/report?reportid=e1816dc5-50ab-41c0-90df-bde8617d2d78&eventid=4608b346-c917-4783-9f7d-e6e9af15cb65&locations=aaa9ccfe-ddd5-43a6-93cc-f7ea1f40330c,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_9aefe8d01e47,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,37,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_b3f2bb1a4939 - UNICEF Haiti Humanitarian Situation Report No. 9: October 2024,UNICEF Haiti Humanitarian Situation Report No. 9: October 2024,https://reliefweb.int/report/haiti/unicef-haiti-humanitarian-situation-report-no-9-october-2024,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_b3f2bb1a4939,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,38,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_c853598f6ecb - Surveillance du choléra en Haïti - GTFCC,Surveillance du choléra en Haïti - GTFCC,https://www.gtfcc.org/fr/news/surveillance-du-cholera-en-haiti,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_c853598f6ecb,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,39,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_cabaf4b4fb77 - Haiti Emergency Situation Report No. 20 (As of 24 April 2024),Haiti Emergency Situation Report No. 20 (As of 24 April 2024),https://reliefweb.int/report/haiti/haiti-emergency-situation-report-no-20-24-april-2024,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_cabaf4b4fb77,source,This review item requires human inspection before it should affect downstream interpretation.
