anomaly_flags,blocking_flags,dataset_view,final_case_dataset_included,final_dataset_included,final_inclusion_status,human_review_reason,observation_type,original_status,primary_case_dataset_eligible,quality_gate_reasons,quarantine_reason,recommended_reviewer_action,record_id,validation_flags
,,final_dataset_pre_quality_gate,False,False,quarantined_zero_case_statement,,zero_case_statement,,False,"[""claim-level corroboration marked this record as not eligible for the primary case dataset"", ""record is a non-primary public-health observation, not an accepted case dataset record"", ""claim-level corroboration classified record as zero_case_statement, not a primary confirmed case dataset record"", ""no corroborated primary case event supports this record""]",claim-level corroboration marked this record as not eligible for the primary case dataset,,rec_src_search_b9348b953aaa_009,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""source_role_final=excluded"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_c0d70a141aca_001,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""source_role_final=excluded"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_c0d70a141aca_002,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""source_role_final=excluded"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_c0d70a141aca_003,
,,final_case_dataset,True,True,accepted_with_warnings,,unspecified_case_record,,True,"[""record passed deterministic run quality gates""]",,,rec_src_search_a39e4fa28013_001,
,,final_case_dataset,True,True,accepted_with_warnings,,unspecified_case_record,,True,"[""record passed deterministic run quality gates""]",,,rec_src_search_a39e4fa28013_002,
,,final_case_dataset,True,True,accepted_with_warnings,,unspecified_case_record,,True,"[""record passed deterministic run quality gates""]",,,rec_src_search_a39e4fa28013_003,
,,final_case_dataset,True,True,accepted_with_warnings,,unspecified_case_record,,True,"[""record passed deterministic run quality gates""]",,,rec_src_search_a39e4fa28013_004,
,,final_case_dataset,True,True,accepted_with_warnings,,unspecified_case_record,,True,"[""record passed deterministic run quality gates""]",,,rec_src_search_a39e4fa28013_005,
,,final_case_dataset,True,True,accepted_with_warnings,,unspecified_case_record,,True,"[""record passed deterministic run quality gates""]",,,rec_src_search_a39e4fa28013_006,
,,final_case_dataset,True,True,accepted_with_warnings,,unspecified_case_record,,True,"[""record passed deterministic run quality gates""]",,,rec_src_search_a39e4fa28013_007,
,,final_dataset,False,True,accepted_with_warnings,,death_record,,True,"[""record passed deterministic run quality gates""]",,,rec_src_search_a39e4fa28013_008,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_a39e4fa28013_009,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_a39e4fa28013_010,
,,final_dataset_pre_quality_gate,False,False,quarantined_chunk_not_task_relevant,,ambiguous_public_health_observation,,False,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""evidence chunk is not extractable for the task disease""]",evidence chunk is not extractable for the task disease,,rec_src_search_a39e4fa28013_011,
,,final_dataset_pre_quality_gate,False,False,quarantined_chunk_not_task_relevant,,ambiguous_public_health_observation,,False,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""evidence chunk is not extractable for the task disease""]",evidence chunk is not extractable for the task disease,,rec_src_search_a39e4fa28013_012,
,,final_dataset_pre_quality_gate,False,False,quarantined_zero_case_statement,,zero_case_statement,,False,"[""claim-level corroboration marked this record as not eligible for the primary case dataset"", ""record is a non-primary public-health observation, not an accepted case dataset record"", ""claim-level corroboration classified record as zero_case_statement, not a primary confirmed case dataset record"", ""no corroborated primary case event supports this record""]",claim-level corroboration marked this record as not eligible for the primary case dataset,,rec_src_search_a39e4fa28013_013,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",confirmed_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""source_role_final=excluded"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_2fc9cc9ad3e4_001,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",zero_case_statement,,False,"[""record as-of date 2024-07-05 is outside requested task window 2024-08-01 to 2024-08-31"", ""source_role_final=excluded"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_2fc9cc9ad3e4_002,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""source_role_final=excluded"", ""outside_time_window"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_2fc9cc9ad3e4_003,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""source_role_final=excluded"", ""outside_time_window"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_2fc9cc9ad3e4_004,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record date 2024-07-31 is outside requested task window 2024-08-01 to 2024-08-31"", ""source_role_final=excluded"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_a666cd39412c_001,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""source_role_final=excluded"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_a666cd39412c_002,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",death_record,,True,"[""source_role_final=excluded"", ""outside_time_window"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_a666cd39412c_003,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_fc3322f3069f_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_fc3322f3069f_002,
,,final_dataset_pre_quality_gate,False,False,quarantined_zero_case_statement,,zero_case_statement,,False,"[""claim-level corroboration marked this record as not eligible for the primary case dataset"", ""record is a non-primary public-health observation, not an accepted case dataset record"", ""claim-level corroboration classified record as zero_case_statement, not a primary confirmed case dataset record"", ""no corroborated primary case event supports this record""]",claim-level corroboration marked this record as not eligible for the primary case dataset,,rec_src_search_be93a6fa0503_001,
