actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,24,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_36288934cc79 - Norovirus cases rise ahead of holiday season, CDC data shows...","Norovirus cases rise ahead of holiday season, CDC data shows - CBS News",https://www.cbsnews.com/news/norovirus-rise-holiday-season-cdc-data,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_36288934cc79,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,25,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_40830ab6aa00 - Cases of a highly contagious stomach virus, norovirus ... -...","Cases of a highly contagious stomach virus, norovirus ... - Instagram",https://www.instagram.com/reel/DSTRj7tgZtP?hl=en,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_40830ab6aa00,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,26,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_5b6be7bf0ee0 - Highly Contagious Norovirus Cases Spike This Season - MDEdge,Highly Contagious Norovirus Cases Spike This Season - MDEdge,https://mdedge.com/familymedicine/article/272166/emerging-infections/highly-contagious-norovirus-cases-spike-season,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_5b6be7bf0ee0,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,27,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_6be93b583ffe - Norovirus outbreaks reported across the USA, National Outbre...","Norovirus outbreaks reported across the USA, National Outbreak...",https://www.researchgate.net/figure/Norovirus-outbreaks-reported-across-the-USA-National-Outbreak-Reporting-System-NORS_fig1_370791732,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_6be93b583ffe,source,Publisher or source identity uncertainty can affect source independence and credibility.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,28,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_8392b02e6a62 - Norovirus outbreaks on cruise ships in 2025 | CruiseMapper,Norovirus outbreaks on cruise ships in 2025 | CruiseMapper,https://www.cruisemapper.com/wiki/1056-cruise-ship-norovirus-outbreaks,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_8392b02e6a62,source,Publisher or source identity uncertainty can affect source independence and credibility.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,29,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_8d7dfb3aeace - CDC: 2024-2025 seasonal norovirus outbreaks up from previous...,CDC: 2024-2025 seasonal norovirus outbreaks up from previous years | Contemporary Pediatrics,https://www.contemporarypediatrics.com/view/cdc-2025-seasonal-norovirus-outbreaks-up-previous-years,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_8d7dfb3aeace,source,Publisher or source identity uncertainty can affect source independence and credibility.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,30,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_a299322dc6e3 - Resources | National Outbreak Reporting System (NORS) | CDC,Resources | National Outbreak Reporting System (NORS) | CDC,https://restoredcdc.org/www.cdc.gov/nors/resources.html,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_a299322dc6e3,source,Publisher or source identity uncertainty can affect source independence and credibility.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,31,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_aedb884f5617 - A Surge of Norovirus Outbreaks on Ships and on Land,A Surge of Norovirus Outbreaks on Ships and on Land,https://globalbiodefense.com/2025/01/01/a-surge-of-norovirus-outbreaks-on-ships-and-on-land,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_aedb884f5617,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,32,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_c26402b49d76 - Flurry of Norovirus Outbreaks Tackled by Minnesota Public He...,Flurry of Norovirus Outbreaks Tackled by Minnesota Public Health ...,https://www.health.state.mn.us/about/org/phl/annualreports/2025/norovirus.html,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_c26402b49d76,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,33,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_c50a48405352 - [PDF] 2025-2026 Norovirus Information for Schools,[PDF] 2025-2026 Norovirus Information for Schools,https://www.health.state.mn.us/diseases/foodborne/outbreak/facility/schoolnoro.pdf,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_c50a48405352,source,Publisher or source identity uncertainty can affect source independence and credibility.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,34,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_d8b6d95ad369 - Norovirus outbreaks rise across the U.S. | AHA News,Norovirus outbreaks rise across the U.S. | AHA News,https://www.aha.org/news/headline/2025-01-09-norovirus-outbreaks-rise-across-us,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_d8b6d95ad369,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,35,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_e6c676751454 - Norovirus 2025: How To Stay Safe As Outbreaks Surge In US,Norovirus 2025: How To Stay Safe As Outbreaks Surge In US,https://www.today.com/health/disease/norovirus-2025-rcna185976,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_e6c676751454,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,36,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_f0d04211eb5c - Entering Peak Norovirus Season as Cases Rise Across the US,Entering Peak Norovirus Season as Cases Rise Across the US,https://www.contagionlive.com/view/entering-peak-norovirus-season-as-cases-rise-across-the-us,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_f0d04211eb5c,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-12-01-2025-02-28,Norovirus,,source_identity_review,source_credibility,United States,P1_high,37,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_fb7ff50094aa - Staying Healthy: Norovirus Infections Surge in 2025 - AllCar...,Staying Healthy: Norovirus Infections Surge in 2025 - AllCare Health,https://www.allcarehealth.com/articles-events/articles/staying-healthy-norovirus-infections-surge-in-2025,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_fb7ff50094aa,source,Publisher or source identity uncertainty can affect source independence and credibility.
