actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,40% of cases hospitalized (114 of 285) for isolation or for management of measles complications.,possible_primary_case_evidence,duplicate_event_clustering,United States,P0_critical,11,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,possible primary case evidence - review_duplicate_event_012 - Measles Cases and Outbreaks,Measles Cases and Outbreaks,https://www.cdc.gov/measles/data-research/index.html,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_283a8bed6a9d_011; rec_src_search_d1d6036be2f6_001; rec_src_search_d1d6036be2f6_003; rec_src_search_d1d6036be2f6_004; rec_src_search_d1d6036be2f6_005; event_012,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
Pan American Health Organization,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,"| [Download](/sites/default/files/2026/05/measles-outbreak-situation-report-7may-2026.pdf ""Situation Report #2: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 16 of 2026, countries in the Region of the Americas reported 18,352 confirmed measles cases including 15 deaths. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Since the publication of Situation Report No. 1 (EW 12, 2026), an additional 3,887 confirmed cases including six deaths have been reported, reflecting continued expansion of outbreaks in Mexico and Guatemala, sustained transmission in Canada, and newly reported cases in Peru. The highest number of confirmed cases in 2026 hav...",possible_primary_case_evidence,duplicate_event_clustering,United States,P0_critical,12,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,possible primary case evidence - review_duplicate_event_013 - Situation Report #2: Measles in the Americas Region - PAHO/WHO,Situation Report #2: Measles in the Americas Region - PAHO/WHO,https://www.paho.org/en/documents/situation-report-2-measles-americas-region,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_8242cbb785a1_004; event_013,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
Pan American Health Organization,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,"| [Download](/sites/default/files/2026/05/measles-outbreak-situation-report-7may-2026.pdf ""Situation Report #2: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 16 of 2026, countries in the Region of the Americas reported 18,352 confirmed measles cases including 15 deaths. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Since the publication of Situation Report No. 1 (EW 12, 2026), an additional 3,887 confirmed cases including six deaths have been reported, reflecting continued expansion of outbreaks in Mexico and Guatemala, sustained transmission in Canada, and newly reported cases in Peru. The highest number of confirmed cases in 2026 hav...",possible_primary_case_evidence,duplicate_event_clustering,United States,P0_critical,13,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,possible primary case evidence - review_duplicate_event_014 - Situation Report #2: Measles in the Americas Region - PAHO/WHO,Situation Report #2: Measles in the Americas Region - PAHO/WHO,https://www.paho.org/en/documents/situation-report-2-measles-americas-region,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_8242cbb785a1_001; event_014,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,| ****Total measles cases**** | ****800 (100)**** | ****48 (6)**** | ****752 (94)**** |,possible_primary_case_evidence,duplicate_event_clustering,United States,P0_critical,14,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,"possible primary case evidence - review_duplicate_event_015 - Measles Update — United States, January 1–April 17, 2025 | MMWR","Measles Update — United States, January 1–April 17, 2025 | MMWR",https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_3109afb35d90_002; rec_src_search_3109afb35d90_003; rec_src_search_3109afb35d90_004; event_015,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,"# CDC confirms 23 more US measles cases as 2025 total tops 1,500",possible_primary_case_evidence,duplicate_event_clustering,United States,P0_critical,15,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,"possible primary case evidence - review_duplicate_event_016 - CDC confirms 23 more US measles cases as 2025 total tops 1,500 | CIDRAP","CDC confirms 23 more US measles cases as 2025 total tops 1,500 | CIDRAP",https://www.cidrap.umn.edu/measles/cdc-confirms-23-more-us-measles-cases-2025-total-tops-1500,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_d1d6036be2f6_002; event_016,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,"There have been 16 outbreaks (defined as 3 or more related cases) reported in 2024, and 69% of cases (198 of 285) are outbreak-associated. For comparison, 4 outbreaks were reported during 2023 and 49% of cases (29 of 59) were outbreak-associated.",possible_primary_case_evidence,duplicate_event_clustering,United States,P0_critical,16,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,possible primary case evidence - review_duplicate_event_017 - Measles Cases and Outbreaks,Measles Cases and Outbreaks,https://www.cdc.gov/measles/data-research/index.html,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_283a8bed6a9d_010; event_017,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,"There have been 16 outbreaks (defined as 3 or more related cases) reported in 2024, and 69% of cases (198 of 285) are outbreak-associated. For comparison, 4 outbreaks were reported during 2023 and 49% of cases (29 of 59) were outbreak-associated.",possible_primary_case_evidence,duplicate_event_clustering,United States,P0_critical,17,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,possible primary case evidence - review_duplicate_event_018 - Measles Cases and Outbreaks,Measles Cases and Outbreaks,https://www.cdc.gov/measles/data-research/index.html,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_283a8bed6a9d_007; event_018,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,Under 5 years: **52% (62 of 120)**,possible_primary_case_evidence,duplicate_event_clustering,United States,P0_critical,18,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,possible primary case evidence - review_duplicate_event_019 - Measles Cases and Outbreaks,Measles Cases and Outbreaks,https://www.cdc.gov/measles/data-research/index.html,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_283a8bed6a9d_012; rec_src_search_283a8bed6a9d_013; rec_src_search_283a8bed6a9d_014; event_019,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,# Texas measles outbreak tops 500 cases across 10 counties,possible_primary_case_evidence,duplicate_event_clustering,Texas,P0_critical,19,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,possible primary case evidence - review_duplicate_event_029 - Texas measles outbreak tops 500 cases across 10 counties | PBS News,Texas measles outbreak tops 500 cases across 10 counties | PBS News,https://www.pbs.org/newshour/health/texas-measles-outbreak-tops-500-cases-across-10-counties,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_da86b7826545_001; event_029,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,"Case count and hospitalization numbers in Texas have climbed steadily since the outbreak began, and spiked by 81 cases from March 28 to April 4.",possible_primary_case_evidence,duplicate_event_clustering,Texas,P0_critical,20,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,possible primary case evidence - review_duplicate_event_030 - Texas measles outbreak tops 500 cases across 10 counties | PBS News,Texas measles outbreak tops 500 cases across 10 counties | PBS News,https://www.pbs.org/newshour/health/texas-measles-outbreak-tops-500-cases-across-10-counties,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_da86b7826545_005; event_030,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-03-31,Measles,"##### [Return to your place in the text](#F1_up)**FIGURE 1**. **Reported number of confirmed\* measles cases, by state (N = 800) — United States, January 1–April 17, 2025**",possible_primary_case_evidence,duplicate_event_clustering,United States,P0_critical,21,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,"possible primary case evidence - review_duplicate_event_033 - Measles Update — United States, January 1–April 17, 2025 | MMWR","Measles Update — United States, January 1–April 17, 2025 | MMWR",https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,Inspect corroboration and source identity before deciding whether a structured human decision is warranted.,Is this a task-compatible primary case observation or only context/secondary evidence?,rec_src_search_3109afb35d90_001; event_033,record,"No accepted primary case dataset records exist, and this item may contain possible primary case evidence."
Centers for Disease Control and Prevention,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-01-01-2025-03-31,Measles,"There have been 16 outbreaks (defined as 3 or more related cases) reported in 2024, and 69% of cases (198 of 285) are outbreak-associated. For comparison, 4 outbreaks were reported during 2023 and 49% of cases (29 of 59) were outbreak-associated.",validation_conflict_review,anomaly,United States,P0_critical,22,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary; anomaly_results,validation conflict review - review_anomaly_anom_014 - Measles Cases and Outbreaks,Measles Cases and Outbreaks,https://www.cdc.gov/measles/data-research/index.html,resolve_validation_conflict,"What decision, if any, should a human reviewer record?",src_search_283a8bed6a9d; event_005; anom_014; val_result_056,anomaly,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-01-01-2025-03-31,Measles,#### 285,validation_conflict_review,anomaly,United States,P0_critical,23,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary; anomaly_results,validation conflict review - review_anomaly_anom_015 - Measles Cases and Outbreaks,Measles Cases and Outbreaks,https://www.cdc.gov/measles/data-research/index.html,resolve_validation_conflict,"What decision, if any, should a human reviewer record?",src_search_283a8bed6a9d; event_007; anom_015; val_result_059,anomaly,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-01-01-2025-03-31,Measles,"There were 48 outbreaks** reported in 2025, and 90% of confirmed cases (2,065 of 2,288) were outbreak-associated. For comparison, 16 outbreaks were reported during 2024 and 69% of cases (198 of 285) were outbreak-associated.",validation_conflict_review,anomaly,United States,P0_critical,24,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary; anomaly_results,validation conflict review - review_anomaly_anom_016 - Measles Cases and Outbreaks,Measles Cases and Outbreaks,https://www.cdc.gov/measles/data-research/index.html,resolve_validation_conflict,"What decision, if any, should a human reviewer record?",src_search_283a8bed6a9d; src_search_cd5fb2750261; event_009; anom_016; val_result_062,anomaly,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-01-01-2025-03-31,Measles,"There were 48 outbreaks** reported in 2025, and 90% of confirmed cases (2,065 of 2,288) were outbreak-associated. For comparison, 16 outbreaks were reported during 2024 and 69% of cases (198 of 285) were outbreak-associated.",validation_conflict_review,anomaly,United States,P0_critical,25,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary; anomaly_results,validation conflict review - review_anomaly_anom_017 - Measles Cases and Outbreaks,Measles Cases and Outbreaks,https://www.cdc.gov/measles/data-research/index.html,resolve_validation_conflict,"What decision, if any, should a human reviewer record?",src_search_283a8bed6a9d; src_search_cd5fb2750261; event_009; anom_017; val_result_063,anomaly,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-01-01-2025-03-31,Measles,| ##### **Total Deaths** | ##### 0 | ##### 3 |,validation_conflict_review,anomaly,United States,P0_critical,26,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary; anomaly_results,validation conflict review - review_anomaly_anom_018 - Measles Cases and Outbreaks,Measles Cases and Outbreaks,https://www.cdc.gov/measles/data-research/index.html,resolve_validation_conflict,"What decision, if any, should a human reviewer record?",src_search_283a8bed6a9d; event_011; anom_018; val_result_066,anomaly,This review item requires human inspection before it should affect downstream interpretation.
