actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-07-31,Salmonellosis (non-typhoidal Salmonella),"Salmonella* caused most of the solved multistate foodborne outbreaks with 13 outbreaks (45%), followed by STEC with 8 outbreaks (28%), *Listeria* with 7 outbreaks (24%), and *Campylobacter* with 1 outbreak (3%).",claim_corroboration_review,duplicate_event_clustering,United States,P1_high,16,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_010 - Summary of Possible Multistate Enteric (Intestinal) Disease Outbreaks in 2024 |...,Summary of Possible Multistate Enteric (Intestinal) Disease Outbreaks in 2024 | Foodborne Outbreaks | CDC,https://www.cdc.gov/foodborne-outbreaks/php/data-research/summary-2024.html,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_051378e10a24_002; event_010,record,Claim-level support is unresolved or depends on a single source.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,17,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_23155caef955 - Illnesses and deaths from food outbreaks skyrocketed in 2024...,Illnesses and deaths from food outbreaks skyrocketed in 2024 ...,https://www.thenewlede.org/2025/02/illnesses-and-deaths-from-food-outbreaks-skyrocketed-in-2024-report-finds,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_23155caef955,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,18,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_31b14f5b949d - 18 Food Outbreaks that have kept me busy in 2024 - Marler Blog,18 Food Outbreaks that have kept me busy in 2024 - Marler Blog,https://www.marlerblog.com/case-news/18-food-outbreaks-that-have-kept-me-busy-in-2024,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_31b14f5b949d,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,19,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_33733b13ba13 - Outbreak Investigation of Salmonella: Cucumbers (June 2024)...,Outbreak Investigation of Salmonella: Cucumbers (June 2024) - FDA,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-june-2024,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_33733b13ba13,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,20,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_3faf6631782d - Hospitalizations, Deaths Caused by Foodborne Illnesses More...","Hospitalizations, Deaths Caused by Foodborne Illnesses More Than Doubled in 2024 | Food Safety Magazine",https://www.food-safety.com/articles/10126-hospitalizations-deaths-caused-by-foodborne-illnesses-more-than-doubled-in-2024,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_3faf6631782d,source,Publisher or source identity uncertainty can affect source independence and credibility.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,21,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_5851bdcbd35f - E. coli, Salmonella, Listeria Oh My! | Marler Blog","E. coli, Salmonella, Listeria Oh My! | Marler Blog",https://www.marlerblog.com/case-news/e-coli-salmonella-listeria-oh-my,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_5851bdcbd35f,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,22,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_5bda1b341f55 - Salmonella Outbreak Linked to Cucumbers - AAP Publications,Salmonella Outbreak Linked to Cucumbers - AAP Publications,https://publications.aap.org/redbook/resources/29149/Red-Book-Online-Outbreaks-Salmonella-Outbreak,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_5bda1b341f55,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_identity_review,source_credibility,United States,P1_high,23,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_fdcb0a062e7e - Salmonella By the Numbers | Food Safety and Inspection Service,Salmonella By the Numbers | Food Safety and Inspection Service,http://www.fsis.usda.gov/inspection/inspection-programs/inspection-poultry-products/reducing-salmonella-poultry/salmonella,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_fdcb0a062e7e,source,Publisher or source identity uncertainty can affect source independence and credibility.
National Center for Biotechnology Information,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,,source_credibility_review,source_credibility,United States,P1_high,24,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source credibility review - review_source_credibility_src_search_14427d356566 - Regulatory responses to foodborne illness outbreaks in th...,Regulatory responses to foodborne illness outbreaks in the United States and their implications for food safety,https://pmc.ncbi.nlm.nih.gov/articles/PMC12855058,Review source registry and source credibility/source critic outputs.,"Should this source be collection, support, context, or excluded?",src_search_14427d356566,source,Source credibility affects whether evidence should support collection or only context.
Centers for Disease Control and Prevention,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2012,Salmonellosis (non-typhoidal Salmonella),"Bearded dragons have been linked to *Salmonella* outbreaks, including a 2012–2014 *Salmonella* Cotham outbreak involving 160 patients in 35 states.",outside_scope_review,validation_scope_issue,35 states,P1_high,25,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,outside scope review - review_validation_val_result_001 - Reoccurring Salmonella Cotham Outbreak Linked to Pet Bearded Dragons — United S...,"Reoccurring Salmonella Cotham Outbreak Linked to Pet Bearded Dragons — United States, 2024  | MMWR",https://www.cdc.gov/mmwr/volumes/74/wr/mm7431a1.htm?ACSTrackingID=USCDC_921-DM149359&ACSTrackingLabel=Week+in+MMWR%3A+Vol.+74%2C+August+21%2C+2025&deliveryName=USCDC_921-DM149359,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_10ccb06f620d_001; val_result_001,validation_result,"The item may be outside the requested disease, location, or time window."
Centers for Disease Control and Prevention,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-07-31,Salmonellosis (non-typhoidal Salmonella),"Among 9,219 *Salmonella* infections reported, 7,314 (79%) infections had positive culture results.",anomaly_review,anomaly,United States,P1_high,26,human_review_items; record_inclusion_decisions; anomaly_results,anomaly review - review_anomaly_anom_001 - FoodNet 2024 Preliminary Data | FoodNet | CDC,FoodNet 2024 Preliminary Data | FoodNet | CDC,https://www.cdc.gov/foodnet/reports/preliminary-data.html,review_possible_spike_or_count_semantics,Is this a real public-health signal or an extraction/count-semantics problem?,rec_src_search_3b86862864f7_001; src_search_3b86862864f7; anom_001,anomaly,An anomaly rule flagged the item for expert inspection.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,27,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_057e55c5d693 - Investigation Update: Salmonella Outbreak, July 2025 - CDC","Investigation Update: Salmonella Outbreak, July 2025 - CDC",https://www.cdc.gov/salmonella/outbreaks/sproutedbeans-07-25/investigation.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_057e55c5d693,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,28,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_23155caef955 - Illnesses and deaths from food outbreaks skyrocketed in 2024 ...,Illnesses and deaths from food outbreaks skyrocketed in 2024 ...,https://www.thenewlede.org/2025/02/illnesses-and-deaths-from-food-outbreaks-skyrocketed-in-2024-report-finds,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_23155caef955,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,29,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_29acec08996b - Salmonella Outbreak Linked to Eggs - September 2024 - CDC,Salmonella Outbreak Linked to Eggs - September 2024 - CDC,https://www.cdc.gov/salmonella/outbreaks/eggs-09-24/index.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_29acec08996b,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,30,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_31b14f5b949d - 18 Food Outbreaks that have kept me busy in 2024 - Marler Blog,18 Food Outbreaks that have kept me busy in 2024 - Marler Blog,https://www.marlerblog.com/case-news/18-food-outbreaks-that-have-kept-me-busy-in-2024,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_31b14f5b949d,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-05-01-2024-07-31,Salmonella,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,United States,P3_low,31,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_341f243cf7df - Investigation Update: Salmonella Outbreak, Backyard Poultry - May 2024...","Investigation Update: Salmonella Outbreak, Backyard Poultry - May 2024 | Salmonella Infection | CDC",https://www.cdc.gov/salmonella/outbreaks/backyardpoultry-05-24/investigation.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_341f243cf7df,source,This review item requires human inspection before it should affect downstream interpretation.
