,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,14,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_1f26d88854bb - [PDF] Recrudescence mondiale du choléra - HAL,[PDF] Recrudescence mondiale du choléra - HAL,https://hal.science/hal-04975318v1/file/msc240210.pdf,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_1f26d88854bb,source,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,15,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_26644e72a6de - Cholera Outbreak in Haiti. Situation Report, n. 8 (13 March 2024)","Cholera Outbreak in Haiti. Situation Report, n. 8 (13 March 2024)",https://iris.paho.org/items/57b8e4ad-c5f6-4d3a-bf38-551d6be86b4e,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_26644e72a6de,source,This review item requires human inspection before it should affect downstream interpretation.
World Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,16,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_32b79ff90e27 - Data show marked increase in annual cholera deaths,Data show marked increase in annual cholera deaths,https://www.who.int/news/item/04-09-2024-data-show-marked-increase-in-annual-cholera-deaths,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_32b79ff90e27,source,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,17,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_52ecb7ba76dc - PAHO Responds to Haiti's Humanitarian Crisis Grade 3,PAHO Responds to Haiti's Humanitarian Crisis Grade 3,https://www.paho.org/en/haiti-humanitarian-crisis-grade-3,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_52ecb7ba76dc,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,18,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_664c22f9e3a2 - Élimination du choléra en Haïti | The Global Alliance Against Cholera (...,Élimination du choléra en Haïti | The Global Alliance Against Cholera (G.A.A.C),https://www.choleraalliance.org/fr/actualites/elimination-du-cholera-haiti,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_664c22f9e3a2,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,19,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_8929f93c6a7e - Multi-Country Outbreak of Cholera, External Situation Report #21 ...","Multi-Country Outbreak of Cholera, External Situation Report #21 ...",https://reliefweb.int/report/democratic-republic-congo/multi-country-outbreak-cholera-external-situation-report-21-published-18-december-2024,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_8929f93c6a7e,source,This review item requires human inspection before it should affect downstream interpretation.
World Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,20,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_97b3a3ccdaaa - Choléra – Haïti,Choléra – Haïti,https://www.who.int/fr/emergencies/disease-outbreak-news/item/2022-DON415,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_97b3a3ccdaaa,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,21,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_9c2256752686 - Recrudescence mondiale du choléra - ipubli.inserm.fr,Recrudescence mondiale du choléra - ipubli.inserm.fr,https://ipubli.inserm.fr/bitstream/handle/10608/15312/MS_2025_02_0166.html?sequence=13&isAllowed=y,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_9c2256752686,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,22,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_a0ed0f2ccd87 - Cholera, Haiti - BEACON","Cholera, Haiti - BEACON",https://beaconbio.org/en/event?eventid=4608b346-c917-4783-9f7d-e6e9af15cb65,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_a0ed0f2ccd87,source,This review item requires human inspection before it should affect downstream interpretation.
World Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,23,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_b2035616c3c6 - Cholera - World Health Organization (WHO),Cholera - World Health Organization (WHO),https://www.who.int/news-room/fact-sheets/detail/cholera,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_b2035616c3c6,source,This review item requires human inspection before it should affect downstream interpretation.
World Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Haiti,P3_low,24,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_ff6f6ca8effc - Cholera- Haiti - World Health Organization (WHO),Cholera- Haiti - World Health Organization (WHO),https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON427,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_ff6f6ca8effc,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,25,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_103c81f1c004 - [PDF] CHOLERA SURVEILLANCE IN HAITI OCTOBER 2022- MAY 2024,[PDF] CHOLERA SURVEILLANCE IN HAITI OCTOBER 2022- MAY 2024,https://www.gtfcc.org/wp-content/uploads/2024/09/9th-meeting-of-gtfcc-working-group-on-epidemiology-2024-pierre.pdf,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_103c81f1c004,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,26,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_4f1e08e3f365 - Haïti : La résurgence du choléra menace les communautés ...,Haïti : La résurgence du choléra menace les communautés ...,https://www.hrw.org/fr/news/2025/11/05/haiti-la-resurgence-du-cholera-menace-les-communautes-vulnerables,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_4f1e08e3f365,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,27,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_505b2ac21551 - An Update of Cholera Cases as of 30th December 2024 ... - Facebook,An Update of Cholera Cases as of 30th December 2024 ... - Facebook,https://www.facebook.com/malawimoh/posts/an-update-of-cholera-cases-as-of-30th-december-2024ministryofhealth/905170445128563,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_505b2ac21551,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,28,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_5b9b31558c67 - Haiti Country Report - Cholera Taxonomy,Haiti Country Report - Cholera Taxonomy,https://cholera-taxonomy.middle-distance.com/locations/648/country_report,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_5b9b31558c67,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,29,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_664c22f9e3a2 - Élimination du choléra en Haïti | The Global Alliance Against Cholera (G.A.A.C),Élimination du choléra en Haïti | The Global Alliance Against Cholera (G.A.A.C),https://www.choleraalliance.org/fr/actualites/elimination-du-cholera-haiti,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_664c22f9e3a2,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,30,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_8929f93c6a7e - Multi-Country Outbreak of Cholera, External Situation Report #21 ...","Multi-Country Outbreak of Cholera, External Situation Report #21 ...",https://reliefweb.int/report/democratic-republic-congo/multi-country-outbreak-cholera-external-situation-report-21-published-18-december-2024,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_8929f93c6a7e,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,31,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_a0ed0f2ccd87 - Cholera, Haiti - BEACON","Cholera, Haiti - BEACON",https://beaconbio.org/en/event?eventid=4608b346-c917-4783-9f7d-e6e9af15cb65,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_a0ed0f2ccd87,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,32,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_bd6f7e5cf18e - 2 February 2024 cholera update - Facebook,2 February 2024 cholera update - Facebook,https://www.facebook.com/mohzambia/posts/2-february-2024-cholera-update/802242431943276,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_bd6f7e5cf18e,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,33,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_c853598f6ecb - Surveillance du choléra en Haïti – GTFCC,Surveillance du choléra en Haïti – GTFCC,https://www.gtfcc.org/fr/news/surveillance-du-cholera-en-haiti,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_c853598f6ecb,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,34,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_d48598a09a0c - Cholera Outbreak — Haiti, September 2022–January 2023 | MMWR","Cholera Outbreak — Haiti, September 2022–January 2023 | MMWR",https://www.cdc.gov/mmwr/volumes/72/wr/mm7202a1.htm,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_d48598a09a0c,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,35,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_e07e6217756f - Découverte des premiers casde choléra en Haïti - Facebook,Découverte des premiers casde choléra en Haïti - Facebook,https://www.facebook.com/groups/260289048529627/posts/1253862569172265,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_e07e6217756f,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-10-01-2024-12-31,Cholera,,general_review,source_screening,Haiti,P3_low,36,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_f93d701ca110 - Les décès dus au choléra ont augmenté de 50 % en 2024 - YouTube,Les décès dus au choléra ont augmenté de 50 % en 2024 - YouTube,https://www.youtube.com/watch?v=Os6OZPDptss,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_f93d701ca110,source,This review item requires human inspection before it should affect downstream interpretation.
