actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T14:31:36+00:00,official_authority,https://www.cdc.gov/mmwr/volumes/75/wr/mm7521a1.htm,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)\n![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)\n\n**Official websites use .gov**\n\nA .gov website belongs to an official government organization in""]","![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)
![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)

**Official websites use .gov**

A .gov website belongs to an official government organization in the United States.

![](/TemplatePackage/4.0/assets/imgs/uswds/icon-https.svg)

**Secure .gov websites use HTTPS**

A lock (  ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![CDC Logo](/TemplatePackage/4.0/assets/imgs/logo/logo-notext.svg)
![CDC Logo](/TemplatePackage/4.0/assets/imgs/logo/logo-no",Centers for Disease Control and Prevention,,"Measles Outbreak in a Child Care Facility — Lubbock, Texas, March–April 2025  | MMWR",True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)\n![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)\n\n**Official websites use .gov**\n\nA .gov website belongs to an official government organization in""]",page_metadata_or_text,national_public_health_agency,CDC measles outbreak Texas 2025 cases deaths confirmed site:cdc.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_9d3a148dc974,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/mmwr/volumes/75/wr/mm7521a1.htm,False,False,True,False,possibly_relevant,not_assessed,"Measles Outbreak in a Child Care Facility — Lubbock, Texas, March–April 2025  | MMWR",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T14:31:36+00:00,official_authority,https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)\n![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)\n\n**Official websites use .gov**\n\nA .gov website belongs to an official government organization in""]","![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)
![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)

**Official websites use .gov**

A .gov website belongs to an official government organization in the United States.

![](/TemplatePackage/4.0/assets/imgs/uswds/icon-https.svg)

**Secure .gov websites use HTTPS**

A lock (  ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![CDC Logo](/TemplatePackage/4.0/assets/imgs/logo/logo-notext.svg)
![CDC Logo](/TemplatePackage/4.0/assets/imgs/logo/logo-no",Centers for Disease Control and Prevention,,"Measles Update — United States, January 1–April 17, 2025  | MMWR",True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)\n![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)\n\n**Official websites use .gov**\n\nA .gov website belongs to an official government organization in""]",page_metadata_or_text,national_public_health_agency,CDC measles outbreak Texas 2025 cases deaths confirmed site:cdc.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_3109afb35d90,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,False,False,True,False,possibly_relevant,not_assessed,"Measles Update — United States, January 1–April 17, 2025  | MMWR",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T14:31:36+00:00,official_authority,https://www.cdc.gov/mmwr/volumes/75/wr/pdfs/mm7520a1-H.pdf,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""[PDF] Characteristics of Patients Hospitalized with Measles During ... - CDC""]","Morbidity and Mortality Weekly Report U.S. Centers for Disease Control and Prevention Weekly / Vol. 75 / No. 20 May 28, 2026 INSIDE 259 Amanita Species Mushroom Poisonings — Northern California, November 2025–March 2026 Continuing Education examination available at https://www.cdc.gov/mmwr/mmwr_continuingEducation.html Characteristics of Patients Hospitalized with Measles During an Outbreak — West Texas, January–March 2025 Dennis Wang, MD1,2,3; Courtney C. Rogers, PhD1,4; Chelsea S. Lutz, PhD1,5; Elizabeth T. Sajewski, PhD1,6; Sadia Almas, MPH7; Nakia S. Clemmons, MPH3,8; Kimberly A. Gressick,",Centers for Disease Control and Prevention,,[PDF] Characteristics of Patients Hospitalized with Measles During ... - CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""[PDF] Characteristics of Patients Hospitalized with Measles During ... - CDC""]",page_metadata_or_text,national_public_health_agency,CDC measles outbreak Texas 2025 cases deaths confirmed site:cdc.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_babdba80f49a,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/mmwr/volumes/75/wr/pdfs/mm7520a1-H.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] Characteristics of Patients Hospitalized with Measles During ... - CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T14:31:36+00:00,official_authority,https://www.cdc.gov/mmwr/volumes/75/wr/pdfs/mm7521a1-H.pdf,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""Morbidity and Mortality Weekly Report U.S. Centers for Disease Control and Prevention Weekly / Vol. 75 / No. 21 June 4, 2026 INSIDE 271 Notes from the Field: Borrelia mayonii Lyme Disease — New York, 2025 Continuing Educ""]","Morbidity and Mortality Weekly Report U.S. Centers for Disease Control and Prevention Weekly / Vol. 75 / No. 21 June 4, 2026 INSIDE 271 Notes from the Field: Borrelia mayonii Lyme Disease — New York, 2025 Continuing Education examination available at https://www.cdc.gov/mmwr/mmwr_continuingEducation.html Measles Outbreak in a Child Care Facility — Lubbock, Texas, March–April 2025 Anh N. Ly, PhD1,2; Amanda Shotts, MPH3; Tiffany Torres, MPH3; Georgina Peacock, MD4; David E. Sugerman, MD5; Carolyn Crisp, PhD6,7; Gretchen Rodriguez, MPH7; Thi Dang, MPH7; Diana Martinez, PhD7; Saroj Rai, PhD7; Varu",Centers for Disease Control and Prevention,,"[PDF] Measles Outbreak in a Child Care Facility — Lubbock, Texas, March ...",True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""Morbidity and Mortality Weekly Report U.S. Centers for Disease Control and Prevention Weekly / Vol. 75 / No. 21 June 4, 2026 INSIDE 271 Notes from the Field: Borrelia mayonii Lyme Disease — New York, 2025 Continuing Educ""]",page_metadata_or_text,national_public_health_agency,CDC measles outbreak Texas 2025 cases deaths confirmed site:cdc.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_bf565a1a27b0,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/mmwr/volumes/75/wr/pdfs/mm7521a1-H.pdf,False,False,True,False,possibly_relevant,not_assessed,"[PDF] Measles Outbreak in a Child Care Facility — Lubbock, Texas, March ...",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
World Health Organization,high,world_health_organization,,2026-06-25T14:31:36+00:00,official_authority,https://www.who.int/emergencies/disease-outbreak-news/item/2025-DON561,primary_case_claim_support,,,live_search_result,not_assessed,who.int,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"When autocomplete results are available use up and down arrows to review and enter to select.

[![Home](/ResourcePackages/WHO/assets/dist/images/logos/en/h-logo-blue.svg)](/ ""Home"")

* [All topics](/health-topics/)
* [A](/health-topics/#A)
* [B](/health-topics/#B)
* [C](/health-topics/#C)
* [D](/health-topics/#D)
* [E](/health-topics/#E)
* [F](/health-topics/#F)
* [G](/health-topics/#G)
* [H](/health-topics/#H)
* [I](/health-topics/#I)
* [J](/health-topics/#J)
* [K](/health-topics/#K)
* [L](/health-topics/#L)
* [M](/health-topics/#M)
* [N](/health-topics/#N)
* [O](/health-topics/#O)
* [P](/hea",,,Measles - United States of America,True,low,primary_or_authoritative,"[""domain""]",[],domain,international_public_health_agency,measles outbreak Texas 2025 cases deaths hospitalizations WHO PAHO situation report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_4250b5c89dbb,direct_target_official_fast_path_skips_source_identity,assessed,publisher:world_health_organization,World Health Organization,high,high,"[""domain""]",international_public_health_agency,,[],https://www.who.int/emergencies/disease-outbreak-news/item/2025-DON561,False,False,True,False,possibly_relevant,not_assessed,Measles - United States of America,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Pan American Health Organization,high,pan_american_health_organization,,2026-06-25T14:31:36+00:00,official_authority,https://www.paho.org/en/documents/situation-report-2-measles-americas-region,primary_case_claim_support,,,live_search_result,not_assessed,paho.org,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"* [English](/en/documents/situation-report-2-measles-americas-region)
* [Español](/es/documentos/informe-situacion-2-sarampion-region-americas)

[![Pan American Health Organization](/themes/paho/images/logo-en.png)](/en)

* [Home](/en)
* [Topics](/en/topics)
* [Countries](/en/countries-and-centers)
* [Resources](/en/resources)
  + 1. [Publications](/en/publications)
    2. [Data](https://www.paho.org/data/)
    3. Tools
       1. [Digital Health Library](https://iris.paho.org/)
       2. [Virtual Health Library](http://bvsalud.org/es/)
       3. [Virtual Campus for Public Health](https://www.c",,,Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,True,low,primary_or_authoritative,"[""domain""]",[],domain,international_public_health_agency,measles outbreak Texas 2025 cases deaths hospitalizations WHO PAHO situation report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,3,Tavily,,src_search_8242cbb785a1,direct_target_official_fast_path_skips_source_identity,assessed,publisher:pan_american_health_organization,Pan American Health Organization,high,high,"[""domain""]",international_public_health_agency,,[],https://www.paho.org/en/documents/situation-report-2-measles-americas-region,False,False,True,False,possibly_relevant,not_assessed,Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T14:31:36+00:00,unknown,https://campushealth.yale.edu/sites/default/files/2025-07/YSPH%20VMOC%20Special%20Report%20-%20Measles%20Outbreak%20%20Southwest%20US%207-6-2025.pdf,insufficient_information,,,live_search_result,not_assessed,campushealth.yale.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,report,"[""TEXAS LINKS • TEXAS DEPARTMENT OF STATE HEALTH SERVICES FACEBOOK | X • HEALTH ALERTS • THE SOUTH PLAINS PUBLIC HEALTH DISTRICT NEW MEXICO LINKS • NEW MEXICO DEPARTMENT OF HEALTH OKLAHOMA LINKS OKLAHOMA STATE DEPARTMENT O""]","TEXAS LINKS • TEXAS DEPARTMENT OF STATE HEALTH SERVICES FACEBOOK | X • HEALTH ALERTS • THE SOUTH PLAINS PUBLIC HEALTH DISTRICT NEW MEXICO LINKS • NEW MEXICO DEPARTMENT OF HEALTH OKLAHOMA LINKS OKLAHOMA STATE DEPARTMENT OF HEALTH KANSAS KANSAS DEPARTMENT OF HEALTH AND ENVIRONMENT PORTALS, BLOGS, AND RESOURCES • CIDRAP • CORI • FORCE OF INFECTION • KAISER HEALTH NEWS • MEDPAGE TODAY • NY STATE GLOBAL HEALTH UPDATE • THE PANDEMIC CENTER TRACKING REPORT • YOUR LOCAL EPIDEMIOLOGIST YALE SCHOOL OF PUBLIC HEALTH - ESF-8 VIRTUAL MEDICAL OPERATION CENTER SPECIAL REPORT MEASLES OUTBREAK - SOUTHWEST U.S.",Centers for Disease Control and Prevention,,[PDF] MEASLES OUTBREAK - SOUTHWEST U.S. - 2025 - Campus Health,True,high,unknown,"[""clean_text""]","[""TEXAS LINKS • TEXAS DEPARTMENT OF STATE HEALTH SERVICES FACEBOOK | X • HEALTH ALERTS • THE SOUTH PLAINS PUBLIC HEALTH DISTRICT NEW MEXICO LINKS • NEW MEXICO DEPARTMENT OF HEALTH OKLAHOMA LINKS OKLAHOMA STATE DEPARTMENT O""]",page_metadata_or_text,,measles outbreak Texas 2025 cases deaths hospitalizations WHO PAHO situation report,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,4,Tavily,,src_search_c4a96c8b3aa2,direct_target_official_fast_path_skips_source_identity,assessed,domain:campushealth_yale_edu,,low,low,[],unknown,,[],https://campushealth.yale.edu/sites/default/files/2025-07/YSPH%20VMOC%20Special%20Report%20-%20Measles%20Outbreak%20%20Southwest%20US%207-6-2025.pdf,False,False,False,False,possibly_relevant,not_assessed,[PDF] MEASLES OUTBREAK - SOUTHWEST U.S. - 2025 - Campus Health,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
World Health Organization,high,world_health_organization,,2026-06-25T14:31:36+00:00,official_authority,https://www.paho.org/sites/default/files/2025-09/2025-sept-19-phe-measles-epi-update-final-2.pdf,primary_case_claim_support,,,live_search_result,not_assessed,paho.org,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""Suggested citation: Pan American Health Organization/World Health Organization . Epidemiological Update: Measles in the Americas Region, 19 September 2025. Washington, D.C.: PAHO/WHO; 2025. Pan American Health Organizati""]","Suggested citation: Pan American Health Organization/World Health Organization . Epidemiological Update: Measles in the Americas Region, 19 September 2025. Washington, D.C.: PAHO/WHO; 2025. Pan American Health Organization • www.paho.org • © PAHO/WHO, 2025 Global Summary According to monthly measles and rubella surveillance data published by the World Health Organization (WHO) in 2025, as of 9 September 2025, 360,321 suspected measles cases were reported in 173 Member States across the six WHO regions, of which 164,582 (45.6%) were confirmed1. Thirty-four percent of cases were reported in the ",World Health Organization,,[PDF] Epidemiological Update Measles in the Americas Region,True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""Suggested citation: Pan American Health Organization/World Health Organization . Epidemiological Update: Measles in the Americas Region, 19 September 2025. Washington, D.C.: PAHO/WHO; 2025. Pan American Health Organizati""]",page_metadata_or_text,international_public_health_agency,measles outbreak Texas 2025 cases deaths hospitalizations WHO PAHO situation report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_322beeaf24f0,direct_target_official_fast_path_skips_source_identity,assessed,publisher:pan_american_health_organization,Pan American Health Organization,high,high,"[""domain""]",international_public_health_agency,,[],https://www.paho.org/sites/default/files/2025-09/2025-sept-19-phe-measles-epi-update-final-2.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] Epidemiological Update Measles in the Americas Region,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T14:31:36+00:00,academic_source,https://www.cidrap.umn.edu/measles/cdc-only-1-10-hospital-patients-early-west-texas-measles-outbreak-had-underlying-conditions,insufficient_information,,,live_search_result,not_assessed,cidrap.umn.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,report,"[""CDC: Only 1 in 10 hospital patients early in the West Texas measles outbreak had underlying conditions | CIDRAP""]","# CDC: Only 1 in 10 hospital patients early in the West Texas measles outbreak had underlying conditions

[Laine Bergeson](/laine-bergeson)

![Texas sign](/sites/default/files/styles/article_detail/public/article/Texas%20sign.jpg?itok=GzyEIR9D)
> Phototreat / iStock

[Copied to clipboard](# ""Copy link"")

A new study in [*Morbidity and Mortality Weekly Report*](https://www.cdc.gov/mmwr/volumes/75/wr/mm7520a1.htm) from scientists with the Centers for Disease Control and Prevention (CDC) and their state partners analyzes the patients hospitalized during the first two months of the measles outbrea",Centers for Disease Control and Prevention,,CDC: Only 1 in 10 hospital patients early in the West Texas measles outbreak had underlying conditions | CIDRAP,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""CDC: Only 1 in 10 hospital patients early in the West Texas measles outbreak had underlying conditions | CIDRAP""]",page_metadata_or_text,academic_or_peer_reviewed_source,measles outbreak Texas 2025 cases deaths hospitalizations WHO PAHO situation report,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,6,Tavily,,src_search_4ea030a47321,direct_target_official_fast_path_skips_source_identity,assessed,publisher:cidrap,CIDRAP,high,high,"[""domain""]",academic_or_peer_reviewed_source,,[],https://www.cidrap.umn.edu/measles/cdc-only-1-10-hospital-patients-early-west-texas-measles-outbreak-had-underlying-conditions,False,False,False,False,possibly_relevant,not_assessed,CDC: Only 1 in 10 hospital patients early in the West Texas measles outbreak had underlying conditions | CIDRAP,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Pan American Health Organization,high,pan_american_health_organization,,2026-06-25T14:31:36+00:00,official_authority,https://www.paho.org/en/documents/situation-report-1-measles-americas-region,primary_case_claim_support,,,live_search_result,not_assessed,paho.org,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"* [English](/en/documents/situation-report-1-measles-americas-region)
* [Español](/es/documentos/informe-situacion-1-sarampion-region-americas)

[![Pan American Health Organization](/themes/paho/images/logo-en.png)](/en)

* [Home](/en)
* [Topics](/en/topics)
* [Countries](/en/countries-and-centers)
* [Resources](/en/resources)
  + 1. [Publications](/en/publications)
    2. [Data](https://www.paho.org/data/)
    3. Tools
       1. [Digital Health Library](https://iris.paho.org/)
       2. [Virtual Health Library](http://bvsalud.org/es/)
       3. [Virtual Campus for Public Health](https://www.c",,,Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,True,low,primary_or_authoritative,"[""domain""]",[],domain,international_public_health_agency,measles outbreak Texas 2025 cases deaths hospitalizations WHO PAHO situation report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_6e578fc529e9,direct_target_official_fast_path_skips_source_identity,assessed,publisher:pan_american_health_organization,Pan American Health Organization,high,high,"[""domain""]",international_public_health_agency,,[],https://www.paho.org/en/documents/situation-report-1-measles-americas-region,False,False,True,False,possibly_relevant,not_assessed,Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T14:31:36+00:00,secondary_media,https://www.texastribune.org/2025/04/22/texas-measles-outbreak-update,corroboration_support,,,live_search_result,not_assessed,texastribune.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,Texas measles outbreak 2025 confirmed cases deaths county hospitalizations,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,4,Tavily,,src_search_c62c62e520ae,direct_target_official_fast_path_skips_source_identity,assessed,domain:texastribune_org,,low,medium,"[""source_type""]",news_media,,[],https://www.texastribune.org/2025/04/22/texas-measles-outbreak-update,False,False,False,False,possibly_relevant,not_assessed,Texas measles cases remain steady at 750. Track the spread here. - The Texas Tribune,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T14:31:36+00:00,secondary_media,https://www.aha.org/news/headline/2025-08-18-texas-declares-its-measles-outbreak-over,corroboration_support,,,live_search_result,not_assessed,aha.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,Texas measles outbreak 2025 confirmed cases deaths county hospitalizations,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,5,Tavily,,src_search_34ae881076ba,direct_target_official_fast_path_skips_source_identity,assessed,domain:aha_org,,low,medium,"[""source_type""]",news_media,,[],https://www.aha.org/news/headline/2025-08-18-texas-declares-its-measles-outbreak-over,False,False,False,False,possibly_relevant,not_assessed,Texas declares its measles outbreak over | AHA News,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T14:31:36+00:00,secondary_media,https://publichealth.jhu.edu/2025/the-measles-outbreak-in-west-texas-and-beyond,corroboration_support,,,live_search_result,not_assessed,publichealth.jhu.edu,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,Texas measles outbreak 2025 confirmed cases deaths county hospitalizations,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,7,Tavily,,src_search_8d237fa2e9fb,direct_target_official_fast_path_skips_source_identity,assessed,domain:publichealth_jhu_edu,,low,medium,"[""source_type""]",news_media,,[],https://publichealth.jhu.edu/2025/the-measles-outbreak-in-west-texas-and-beyond,False,False,False,False,possibly_relevant,not_assessed,The Measles Outbreak in West Texas and Beyond | Johns Hopkins,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T14:31:36+00:00,official_authority,https://www.dshs.texas.gov/sites/default/files/commprep/preparedness/PCC/handouts/spphd-measles-outbreak-01.20.2026.pdf,primary_case_claim_support,,,live_search_result,not_assessed,dshs.texas.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""2025 Measles Outbreak SOUTH PLAINS PUBLIC HEALTH DISTRICT ZACHARY HOLBROOKS MA RS EXECUTIVE DIRECTOR Initial Response • First confirmed case was reported to SPPHD on 1/29/2025 A Measles Outbreak in an Underimmunized Ami""]","2025 Measles Outbreak SOUTH PLAINS PUBLIC HEALTH DISTRICT ZACHARY HOLBROOKS MA RS EXECUTIVE DIRECTOR Initial Response • First confirmed case was reported to SPPHD on 1/29/2025 A Measles Outbreak in an Underimmunized Amish Community in Ohio Published October 6th , 2016 1st Mobile MMR Clinic One week after first confirmed case 2/6/2025 Gaines County Ag Barn UMC EMS Screening Clinic UMC EMS Permanent Mobile Clinic Location Public Messaging Public Messaging Community and Mass Media Info Public Messaging DSHS Guidance Documents Public Messaging CDC and Local Guidance Documents Public Messaging Dig",Centers for Disease Control and Prevention,,[PDF] SOUTH PLAINS PUBLIC HEALTH DISTRICT,True,high,primary_or_authoritative,"[""clean_text""]","[""2025 Measles Outbreak SOUTH PLAINS PUBLIC HEALTH DISTRICT ZACHARY HOLBROOKS MA RS EXECUTIVE DIRECTOR Initial Response • First confirmed case was reported to SPPHD on 1/29/2025 A Measles Outbreak in an Underimmunized Ami""]",page_metadata_or_text,official_public_health_agency,DSHS Texas measles outbreak death February April 2025 press release site:dshs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_7da7ceded0cf,direct_target_official_fast_path_skips_source_identity,assessed,domain:dshs_texas_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.dshs.texas.gov/sites/default/files/commprep/preparedness/PCC/handouts/spphd-measles-outbreak-01.20.2026.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] SOUTH PLAINS PUBLIC HEALTH DISTRICT,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
