actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,News or aggregator source may summarize upstream official reporting,2026-06-25T21:59:28+00:00,secondary_media,https://www.nbcnews.com/data-graphics/track-measles-outbreak-cases-us-map-rcna198932,corroboration_support,,,live_search_result,not_assessed,nbcnews.com,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,"[""IE 11 is not supported. For an optimal experience visit our site on another browser.\n\n# Measles tracker: Follow cases, outbreaks and vaccination rates across the U.S.\n\nMeasles case counts, which soared to a 34-year high""]","IE 11 is not supported. For an optimal experience visit our site on another browser.

# Measles tracker: Follow cases, outbreaks and vaccination rates across the U.S.

Measles case counts, which soared to a 34-year high in 2025, have increased even more so far in 2026.

* [Add NBC News to Google](https://www.google.com/preferences/source?q=nbcnews.com)

[Highly contagious measles virus costing the U.S. millions](https://www.nbcnews.com/now/video/highly-contagious-measles-virus-costing-the-u-s-millions-258561093840)

02:32

[Get more newson](https://www.nbcnews.com/watch)

[Add NBC News to Goog",Centers for Disease Control and Prevention,,"Map: Track measles outbreaks, cases and vaccination rates by state across the U.S.",True,high,secondary,"[""clean_text""]","[""IE 11 is not supported. For an optimal experience visit our site on another browser.\n\n# Measles tracker: Follow cases, outbreaks and vaccination rates across the U.S.\n\nMeasles case counts, which soared to a 34-year high""]",page_metadata_or_text,news_media,measles 2025 United States outbreak cases confirmed state health department ProMED HealthMap January February March,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,3,Tavily,,src_search_1be284797a9b,direct_target_official_fast_path_skips_source_identity,assessed,domain:nbcnews_com,,low,high,"[""domain""]",news_media,,[],https://www.nbcnews.com/data-graphics/track-measles-outbreak-cases-us-map-rcna198932,False,False,False,False,possibly_relevant,not_assessed,"Map: Track measles outbreaks, cases and vaccination rates by state across the U.S.",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
health.ny.gov,high,health_ny_gov,,2026-06-25T21:59:28+00:00,official_authority,https://www.health.ny.gov/diseases/communicable/measles,primary_case_claim_support,,,live_search_result,not_assessed,health.ny.gov,[],not_assessed,medium,subnational,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[skip to main content](#content)

[Navigation menu](#)

# [Department of Health](/)

* [Individuals/Families](#)
  + [COVID-19 Vaccine](https://covid19vaccine.health.ny.gov/)
  + [Birth, Death, Marriage & Divorce Records](/vital_records/)
  + [Health Insurance Programs](/health_care/)
  + [Consumer Health Care Information](/health_care/consumer_information/)
  + [Community Health](/community/)
  + [Healthy Lifestyles](/prevention/)
  + [Health & Safety in the Home, Workplace & Outdoors](/environmental/)
  + [Diseases & Conditions](/diseases/)
  + [Data & Reports](/statistics/)
  + [Health Topi",,,Measles Update,True,low,primary_or_authoritative,"[""domain""]",[],domain,state_or_local_public_health_agency,measles 2025 United States outbreak cases confirmed state health department ProMED HealthMap January February March,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_16671615d27a,direct_target_official_fast_path_skips_source_identity,assessed,publisher:health_ny_gov,health.ny.gov,high,high,"[""domain""]",state_or_local_public_health_agency,,[],https://www.health.ny.gov/diseases/communicable/measles,False,False,True,False,possibly_relevant,not_assessed,Measles Update,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T21:59:28+00:00,academic_source,https://www.cidrap.umn.edu/measles/us-measles-outbreak-approaches-1500-cases,insufficient_information,,,live_search_result,not_assessed,cidrap.umn.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""# US measles outbreak approaches 1,500 cases\n\n[Jim Wappes](/jim-wappes)\n\n![MMR vaccine vial](/sites/default/files/styles/article_detail/public/article/MMR%20vaccine%20vial_0.jpg?itok=QqA8GQ8K)\n> angelp / iStock\n\n[Copied""]","# US measles outbreak approaches 1,500 cases

[Jim Wappes](/jim-wappes)

![MMR vaccine vial](/sites/default/files/styles/article_detail/public/article/MMR%20vaccine%20vial_0.jpg?itok=QqA8GQ8K)
> angelp / iStock

[Copied to clipboard](# ""Copy link"")

With 125 new measles cases confirmed today, the US total has reached 1,487 measles infections, and the outbreak is on track to surpass last year’s outbreak numbers—which reflected a 35-year high—before summer. The Centers for Disease Control and Prevention (CDC) reported the new data in an [update](https://www.cdc.gov/measles/data-research/index.ht",Centers for Disease Control and Prevention,,"US measles outbreak approaches 1,500 cases | CIDRAP",True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""# US measles outbreak approaches 1,500 cases\n\n[Jim Wappes](/jim-wappes)\n\n![MMR vaccine vial](/sites/default/files/styles/article_detail/public/article/MMR%20vaccine%20vial_0.jpg?itok=QqA8GQ8K)\n> angelp / iStock\n\n[Copied""]",page_metadata_or_text,academic_or_peer_reviewed_source,measles 2025 United States outbreak cases confirmed state health department ProMED HealthMap January February March,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,5,Tavily,,src_search_4847d41afdb8,direct_target_official_fast_path_skips_source_identity,assessed,publisher:cidrap,CIDRAP,high,high,"[""domain""]",academic_or_peer_reviewed_source,,[],https://www.cidrap.umn.edu/measles/us-measles-outbreak-approaches-1500-cases,False,False,False,False,possibly_relevant,not_assessed,"US measles outbreak approaches 1,500 cases | CIDRAP",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T21:59:28+00:00,unknown,https://www.contagionlive.com/view/us-measles-cases-near-2-000-in-2025-as-multi-state-outbreaks-expand,insufficient_information,,,live_search_result,not_assessed,contagionlive.com,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[![Image 1: Logo Image](https://www.contagionlive.com/logo.webp)](https://www.contagionlive.com/)

[News](https://www.contagionlive.com/news)

Media

[Medical World News](https://www.medicalworldnews.com/)[Podcasts](https://www.contagionlive.com/podcasts)[Videos](https://www.contagionlive.com/videos)[Insights](https://www.contagionlive.com/insights)[Peer Exchange](https://www.contagionlive.com/peer-exchange)[Media Day](https://www.contagionlive.com/media-day)[News Network](https://www.contagionlive.com/news-network)[Roundtables](https://www.contagionlive.com/roundtables)[Shorts](https://www.co",,,"US Measles Cases Near 2,000 in 2025 as Multi-State Outbreaks Expand",True,low,unknown,[],[],,,measles 2025 United States outbreak cases confirmed state health department ProMED HealthMap January February March,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,7,Tavily,,src_search_62409e4d2cf9,direct_target_official_fast_path_skips_source_identity,assessed,domain:contagionlive_com,,low,low,[],unknown,,[],https://www.contagionlive.com/view/us-measles-cases-near-2-000-in-2025-as-multi-state-outbreaks-expand,False,False,False,False,possibly_relevant,not_assessed,"US Measles Cases Near 2,000 in 2025 as Multi-State Outbreaks Expand",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T21:59:28+00:00,unknown,https://publichealth.jhu.edu/ivac/resources/us-measles-tracker,insufficient_information,,,live_search_result,not_assessed,publichealth.jhu.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[Skip to main content](https://publichealth.jhu.edu/ivac/resources/us-measles-tracker#main-content)

[![Image 1: International Vaccine Access Center logo](https://publichealth.jhu.edu/sites/default/files/2026-03/3-2026-ivac-blue-horizontal-logo.png)](https://publichealth.jhu.edu/ivac)

*   [Connect With Us](https://publichealth.jhu.edu/ivac/connect-with-us)
*   [Make A Gift](https://www.givecampus.com/campaigns/54912/donations/new)

Search 

*   [Who We Are](https://publichealth.jhu.edu/ivac/about-ivac)
*   [Our Work](https://publichealth.jhu.edu/ivac/projects)
*   [Resources](https://publiche",,,U.S. Measles Tracker | International Vaccine Access Center,True,low,unknown,[],[],,,measles 2025 United States outbreak cases confirmed state health department ProMED HealthMap January February March,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,8,Tavily,,src_search_7cb311dd75e6,direct_target_official_fast_path_skips_source_identity,assessed,domain:publichealth_jhu_edu,,low,low,[],unknown,,[],https://publichealth.jhu.edu/ivac/resources/us-measles-tracker,False,False,False,False,possibly_relevant,not_assessed,U.S. Measles Tracker | International Vaccine Access Center,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T21:59:28+00:00,secondary_media,https://yalehealth.yale.edu/sites/default/files/2026-02/ysph%20vmoc%20special%20report%20-%20measles%20-%20the%20americas%202-15-2026%20final.pdf,corroboration_support,,,live_search_result,not_assessed,yalehealth.yale.edu,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,secondary,[],[],,news_media,measles outbreak 2025 United States cases deaths hospitalizations state confirmed unvaccinated January March,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,2,Tavily,,src_search_aabc350f7aa0,direct_target_official_fast_path_skips_source_identity,assessed,domain:yalehealth_yale_edu,,low,medium,"[""source_type""]",news_media,,[],https://yalehealth.yale.edu/sites/default/files/2026-02/ysph%20vmoc%20special%20report%20-%20measles%20-%20the%20americas%202-15-2026%20final.pdf,False,False,False,False,possibly_relevant,not_assessed,[PDF] MEASLES – THE AMERICAS 2025 - 2026 - Yale Health,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T21:59:28+00:00,secondary_media,https://www.healthbeat.org/2026/04/09/where-measles-is-spreading-april-2026,corroboration_support,,,live_search_result,not_assessed,healthbeat.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,secondary,[],[],,news_media,measles outbreak 2025 United States cases deaths hospitalizations state confirmed unvaccinated January March,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,5,Tavily,,src_search_0dac63a18578,direct_target_official_fast_path_skips_source_identity,assessed,domain:healthbeat_org,,low,medium,"[""source_type""]",news_media,,[],https://www.healthbeat.org/2026/04/09/where-measles-is-spreading-april-2026,False,False,False,False,possibly_relevant,not_assessed,Measles is spreading in multiple U.S. states. Experts warn cases are going unreported. - Healthbeat,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T21:59:28+00:00,secondary_media,https://publications.aap.org/aapnews/news/34124/2025-measles-cases-highest-since-1991,corroboration_support,,,live_search_result,not_assessed,publications.aap.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],,,,,False,,secondary,[],[],,news_media,measles outbreak 2025 United States cases deaths hospitalizations state confirmed unvaccinated January March,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,6,Tavily,,src_search_296bf3da1bef,direct_target_official_fast_path_skips_source_identity,assessed,domain:publications_aap_org,,low,medium,"[""source_type""]",news_media,,[],https://publications.aap.org/aapnews/news/34124/2025-measles-cases-highest-since-1991,False,False,False,False,possibly_relevant,not_assessed,2025 measles cases highest since 1991 - AAP Publications,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
National Center for Biotechnology Information,high,national_center_for_biotechnology_information,,2026-06-25T21:59:28+00:00,structured_database,https://pmc.ncbi.nlm.nih.gov/articles/PMC12825560,primary_case_claim_support,,,live_search_result,not_assessed,pmc.ncbi.nlm.nih.gov,[],not_assessed,medium,government_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,structured_database,measles outbreak 2025 United States cases deaths hospitalizations state confirmed unvaccinated January March,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_eec8c3f3b772,direct_target_official_fast_path_skips_source_identity,assessed,publisher:national_center_for_biotechnology_information,National Center for Biotechnology Information,high,medium,"[""domain""]",structured_database,,[],https://pmc.ncbi.nlm.nih.gov/articles/PMC12825560,False,False,True,False,possibly_relevant,not_assessed,Measles resurgence in the United States: epidemiological and ...,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T21:59:28+00:00,official_authority,https://www.cdc.gov/mmwr/volumes/75/wr/mm7523a2.htm,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)\n![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)\n\n**Official websites use .gov**\n\nA .gov website belongs to an official government organization in""]","![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)
![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)

**Official websites use .gov**

A .gov website belongs to an official government organization in the United States.

![](/TemplatePackage/4.0/assets/imgs/uswds/icon-https.svg)

**Secure .gov websites use HTTPS**

A lock (  ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![CDC Logo](/TemplatePackage/4.0/assets/imgs/logo/logo-notext.svg)
![CDC Logo](/TemplatePackage/4.0/assets/imgs/logo/logo-no",Centers for Disease Control and Prevention,,Notes from the Field: Initial Public Health Response to a Measles Outbreak in a Close-Knit West Texas Community — January−February 2025  | MMWR,True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)\n![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)\n\n**Official websites use .gov**\n\nA .gov website belongs to an official government organization in""]",page_metadata_or_text,national_public_health_agency,Texas DSHS measles outbreak 2025 confirmed cases Gaines County West Texas January February March site:dshs.texas.gov OR site:hhs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_fede8be6ac1e,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/mmwr/volumes/75/wr/mm7523a2.htm,False,False,True,False,possibly_relevant,not_assessed,Notes from the Field: Initial Public Health Response to a Measles Outbreak in a Close-Knit West Texas Community — January−February 2025  | MMWR,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T21:59:28+00:00,official_authority,https://www.cdc.gov/mmwr/volumes/75/wr/mm7520a1.htm,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""Characteristics of Patients Hospitalized with Measles During ... - CDC""]","![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)
![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)

**Official websites use .gov**

A .gov website belongs to an official government organization in the United States.

![](/TemplatePackage/4.0/assets/imgs/uswds/icon-https.svg)

**Secure .gov websites use HTTPS**

A lock (  ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![CDC Logo](/TemplatePackage/4.0/assets/imgs/logo/logo-notext.svg)
![CDC Logo](/TemplatePackage/4.0/assets/imgs/logo/logo-no",Centers for Disease Control and Prevention,,Characteristics of Patients Hospitalized with Measles During ... - CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Characteristics of Patients Hospitalized with Measles During ... - CDC""]",page_metadata_or_text,national_public_health_agency,Texas DSHS measles outbreak 2025 confirmed cases Gaines County West Texas January February March site:dshs.texas.gov OR site:hhs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_4e73f2d0f38f,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/mmwr/volumes/75/wr/mm7520a1.htm,False,False,True,False,possibly_relevant,not_assessed,Characteristics of Patients Hospitalized with Measles During ... - CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T21:59:28+00:00,unknown,https://surepoint-er.com/blog/measles-outbreak,context_only,,,live_search_result,not_assessed,surepoint-er.com,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,context_page,[],"![Surepoint Emergency Center](data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==)
![Surepoint Emergency Center](https://surepoint-er.com/wp-content/themes/surepoint/img/logo--blue.svg)

# Measles Outbreak in Texas: Essential Guide for Parents

![](data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAB4AAAAPAAQMAAADue/b6AAAABlBMVEUAAAD///+l2Z/dAAAAAXRSTlMAQObYZgAAAAlwSFlzAAAOxAAADsQBlSsOGwAAAPdJREFUeNrtwQENAAAAwqD3T20ON6AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,,"Measles in Texas 2026: Symptoms, Risks & When to Visit the ER",True,low,unknown,[],[],,background_fact_sheet,Texas DSHS measles outbreak 2025 confirmed cases Gaines County West Texas January February March site:dshs.texas.gov OR site:hhs.texas.gov,extract_context_only,fetch_for_context,context,tavily,Tavily,3,Tavily,,src_search_4269b2fb672d,direct_target_official_fast_path_skips_source_identity,assessed,domain:surepoint_er_com,,low,medium,"[""title_or_snippet""]",background_fact_sheet,,[],https://surepoint-er.com/blog/measles-outbreak,True,False,False,False,possibly_relevant,not_assessed,"Measles in Texas 2026: Symptoms, Risks & When to Visit the ER",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T21:59:28+00:00,official_authority,https://respiratory-therapy.com/disorders-diseases/infectious-diseases/other-infections/texas-measles-outbreak-2025,primary_case_claim_support,,,live_search_result,not_assessed,respiratory-therapy.com,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[![Respiratory Therapy](https://respiratory-therapy.com/wp-content/uploads/2023/11/resp-therapy-logo.png)](https://respiratory-therapy.com/) 

* [Disorders & Diseases](https://respiratory-therapy.com/disorders-diseases/)
  + [Chronic Pulmonary Disorders](https://respiratory-therapy.com/disorders-diseases/chronic-pulmonary-disorders/)
  + [Infectious Diseases](https://respiratory-therapy.com/disorders-diseases/infectious-diseases/)
  + [Critical Care](https://respiratory-therapy.com/disorders-diseases/critical-care/)
  + [Cardiopulmonary & Thoracic](https://respiratory-therapy.com/disorders-dis",,,Texas Measles Outbreak: 2025 | RT,True,low,primary_or_authoritative,[],[],,official_public_health_agency,Texas DSHS measles outbreak 2025 confirmed cases Gaines County West Texas January February March site:dshs.texas.gov OR site:hhs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_831265159816,direct_target_official_fast_path_skips_source_identity,assessed,domain:respiratory_therapy_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://respiratory-therapy.com/disorders-diseases/infectious-diseases/other-infections/texas-measles-outbreak-2025,False,False,True,False,possibly_relevant,not_assessed,Texas Measles Outbreak: 2025 | RT,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T21:59:28+00:00,official_authority,https://www.medrxiv.org/content/10.1101/2025.09.01.25334576v1.full-text,primary_case_claim_support,,,live_search_result,not_assessed,medrxiv.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[Skip to main content](https://www.medrxiv.org/content/10.1101/2025.09.01.25334576v1.full-text#main-content)

[![Image 1: medRxiv](https://www.medrxiv.org/sites/default/files/medrxiv_inner_logo.png)](https://www.medrxiv.org/)

*   [Home](https://www.medrxiv.org/)
*   [Submit](https://www.medrxiv.org/submit-a-manuscript)
*   [FAQ](https://www.medrxiv.org/about/FAQ)
*   [Blog](https://connect.medrxiv.org/news/)
*   [ALERTS / RSS](https://www.medrxiv.org/content/alertsrss)
*   [Resources](https://connect.medrxiv.org/resources/)
*   [About](https://www.medrxiv.org/content/about-medrxiv)

Search fo",,,Risk and Spatial Spread of a Measles Outbreak in Texas | medRxiv,True,low,primary_or_authoritative,[],[],,official_public_health_agency,Texas DSHS measles outbreak 2025 confirmed cases Gaines County West Texas January February March site:dshs.texas.gov OR site:hhs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_10eb05b1063d,direct_target_official_fast_path_skips_source_identity,assessed,domain:medrxiv_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.medrxiv.org/content/10.1101/2025.09.01.25334576v1.full-text,False,False,True,False,possibly_relevant,not_assessed,Risk and Spatial Spread of a Measles Outbreak in Texas | medRxiv,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T21:59:28+00:00,official_authority,https://www.cdc.gov/mmwr/volumes/75/wr/pdfs/mm7520a1-H.pdf,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""[PDF] Characteristics of Patients Hospitalized with Measles During ... - CDC""]","Morbidity and Mortality Weekly Report U.S. Centers for Disease Control and Prevention Weekly / Vol. 75 / No. 20 May 28, 2026 INSIDE 259 Amanita Species Mushroom Poisonings — Northern California, November 2025–March 2026 Continuing Education examination available at https://www.cdc.gov/mmwr/mmwr_continuingEducation.html Characteristics of Patients Hospitalized with Measles During an Outbreak — West Texas, January–March 2025 Dennis Wang, MD1,2,3; Courtney C. Rogers, PhD1,4; Chelsea S. Lutz, PhD1,5; Elizabeth T. Sajewski, PhD1,6; Sadia Almas, MPH7; Nakia S. Clemmons, MPH3,8; Kimberly A. Gressick,",Centers for Disease Control and Prevention,,[PDF] Characteristics of Patients Hospitalized with Measles During ... - CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""[PDF] Characteristics of Patients Hospitalized with Measles During ... - CDC""]",page_metadata_or_text,national_public_health_agency,Texas DSHS measles outbreak 2025 confirmed cases Gaines County West Texas January February March site:dshs.texas.gov OR site:hhs.texas.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_babdba80f49a,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/mmwr/volumes/75/wr/pdfs/mm7520a1-H.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] Characteristics of Patients Hospitalized with Measles During ... - CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T21:59:28+00:00,academic_source,https://www.cidrap.umn.edu/measles/cdc-only-1-10-hospital-patients-early-west-texas-measles-outbreak-had-underlying-conditions,insufficient_information,,,live_search_result,not_assessed,cidrap.umn.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""CDC: Only 1 in 10 hospital patients early in the West Texas measles outbreak had underlying conditions | CIDRAP""]","# CDC: Only 1 in 10 hospital patients early in the West Texas measles outbreak had underlying conditions

[Laine Bergeson](/laine-bergeson)

![Texas sign](/sites/default/files/styles/article_detail/public/article/Texas%20sign.jpg?itok=GzyEIR9D)
> Phototreat / iStock

[Copied to clipboard](# ""Copy link"")

A new study in [*Morbidity and Mortality Weekly Report*](https://www.cdc.gov/mmwr/volumes/75/wr/mm7520a1.htm) from scientists with the Centers for Disease Control and Prevention (CDC) and their state partners analyzes the patients hospitalized during the first two months of the measles outbrea",Centers for Disease Control and Prevention,,CDC: Only 1 in 10 hospital patients early in the West Texas measles outbreak had underlying conditions | CIDRAP,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""CDC: Only 1 in 10 hospital patients early in the West Texas measles outbreak had underlying conditions | CIDRAP""]",page_metadata_or_text,academic_or_peer_reviewed_source,Texas DSHS measles outbreak 2025 confirmed cases Gaines County West Texas January February March site:dshs.texas.gov OR site:hhs.texas.gov,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,8,Tavily,,src_search_4ea030a47321,direct_target_official_fast_path_skips_source_identity,assessed,publisher:cidrap,CIDRAP,high,high,"[""domain""]",academic_or_peer_reviewed_source,,[],https://www.cidrap.umn.edu/measles/cdc-only-1-10-hospital-patients-early-west-texas-measles-outbreak-had-underlying-conditions,False,False,False,False,possibly_relevant,not_assessed,CDC: Only 1 in 10 hospital patients early in the West Texas measles outbreak had underlying conditions | CIDRAP,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
