actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-29,Legionnaires' disease,"[![](/pf/resources/images/healthbeat/logos/hb-newyork-primary.svg?d=189)](/newyork/) Public health, explained [NEWSLETTERS](/newsletters/)[DONATE](/support-us/) [![](/pf/resources/images/healthbeat/logos/hb-newyork-primary.svg?d=189)](/newyork/) [Become a Healthbeat sponsor](/pages/healthbeat-media-kit/) [Water Quality](/water-quality ) # Health Department identifies two city buildings as sources of Legionnaires’ disease outbreak in Harlem By [Eliza Fawcett](https://www.healthbeat.org/authors/eliza-fawcett) | August 29, 2025, 9:10pm UTC [Republish](/republish/newyork/2025/08/29/legionnaires-disease-outbreak-source/) ![The exterior of Harlem Hospital.](https://www.healthbeat.org/resizer/v2/THWNMKUEYFFSPMHCBVXGMGAYMY.jpg?focal=2842%2C1680&auth=0bbefbae7c949b4a379b8fde02aad20d9db55873d9e58...",claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,27,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_004 - Two NYC buildings were sources of Legionnaires’ disease outbreak in Harlem - He...,Two NYC buildings were sources of Legionnaires’ disease outbreak in Harlem - Healthbeat,https://www.healthbeat.org/newyork/2025/08/29/legionnaires-disease-outbreak-source,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_8ca119dddbda_001; event_004,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-31,Legionnaires' disease,"There are now six deaths, 111 confirmed cases, and seven are currently hospitalized.",claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,28,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_005 - Legionnaires' disease outbreak: Sixth person dies in Legionnaires' disease outb...,Legionnaires' disease outbreak: Sixth person dies in Legionnaires' disease outbreak in Harlem as cases rise to 111 - ABC7 New York,https://abc7ny.com/post/legionnaires-disease-outbreak-sixth-person-dies-harlem-cases-rise-111/17607821,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_8e86f33ccf00_001; rec_src_search_8e86f33ccf00_002; event_005,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-31,Legionnaires' disease,"There are now six deaths, 111 confirmed cases, and seven are currently hospitalized.",claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,29,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_006 - Legionnaires' disease outbreak: Sixth person dies in Legionnaires' disease outb...,Legionnaires' disease outbreak: Sixth person dies in Legionnaires' disease outbreak in Harlem as cases rise to 111 - ABC7 New York,https://abc7ny.com/post/legionnaires-disease-outbreak-sixth-person-dies-harlem-cases-rise-111/17607821,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_8e86f33ccf00_003; event_006,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-31,Legionnaires' disease,"Over the last three weeks, a total of 114 cases were identified, 90 people were hospitalized and seven people died. Six people remain hospitalized.",claim_corroboration_review,duplicate_event_clustering,"New York City, NY - Central Harlem (ZIP codes 10027, 10030, 10035, 10037, 10039)",P1_high,30,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_007 - New York City Health Department declares Harlem Legionnaires ...,New York City Health Department declares Harlem Legionnaires ...,https://abc7ny.com/post/legionnaires-disease-outbreak-nyc-health-department-declares-cluster-harlem-officially/17684717,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_caf9b786a60e_001; rec_src_search_caf9b786a60e_002; rec_src_search_caf9b786a60e_003; event_007,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-31,Legionnaires' disease,"Over the last three weeks, a total of 114 cases were identified, 90 people were hospitalized and seven people died. Six people remain hospitalized.",claim_corroboration_review,duplicate_event_clustering,"New York City, NY - Central Harlem (ZIP codes 10027, 10030, 10035, 10037, 10039)",P1_high,31,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_008 - New York City Health Department declares Harlem Legionnaires ...,New York City Health Department declares Harlem Legionnaires ...,https://abc7ny.com/post/legionnaires-disease-outbreak-nyc-health-department-declares-cluster-harlem-officially/17684717,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_caf9b786a60e_004; event_008,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-22,Legionnaires' disease,"[![](https://cdn.abcotvs.net/abcotv/assets/news/global/images/feature-header/wabc-lg.svg)![](https://cdn.abcotvs.net/abcotv/assets/news/global/images/feature-header/wabc-sm.svg)](https://abc7ny.com/) [24/7 Live](https://abc7ny.com/watch/live/)[New York City](https://abc7ny.com/new-york/)[New Jersey](https://abc7ny.com/new-jersey/)[Long Island](https://abc7ny.com/long-island/)[Northern Suburbs](https://abc7ny.com/northern-suburbs/)[Connecticut](https://abc7ny.com/connecticut/) * [HEALTH & FITNESS](/topic/health/) # Sixth person dies in Legionnaires' disease outbreak in Harlem as cases rise to 111 ![WABC logo](https://cdn.abcotvs.net/abcotv/static/common/origins/origin-wabc.png) Friday, August 22, 2025 ![DNA tests helping track local Legionnaires' outbreak](data:image/svg;base64,iVBORw0KG...",claim_corroboration_review,duplicate_event_clustering,New York City,P1_high,32,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_009 - Legionnaires' disease outbreak: Sixth person dies in Legionnaires' disease outb...,Legionnaires' disease outbreak: Sixth person dies in Legionnaires' disease outbreak in Harlem as cases rise to 111 - ABC7 New York,https://abc7ny.com/post/legionnaires-disease-outbreak-sixth-person-dies-harlem-cases-rise-111/17607821,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_8e86f33ccf00_004; rec_src_search_8e86f33ccf00_005; event_009,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-22,Legionnaires' disease,"[![](https://cdn.abcotvs.net/abcotv/assets/news/global/images/feature-header/wabc-lg.svg)![](https://cdn.abcotvs.net/abcotv/assets/news/global/images/feature-header/wabc-sm.svg)](https://abc7ny.com/) [24/7 Live](https://abc7ny.com/watch/live/)[New York City](https://abc7ny.com/new-york/)[New Jersey](https://abc7ny.com/new-jersey/)[Long Island](https://abc7ny.com/long-island/)[Northern Suburbs](https://abc7ny.com/northern-suburbs/)[Connecticut](https://abc7ny.com/connecticut/) * [HEALTH & FITNESS](/topic/health/) # Sixth person dies in Legionnaires' disease outbreak in Harlem as cases rise to 111 ![WABC logo](https://cdn.abcotvs.net/abcotv/static/common/origins/origin-wabc.png) Friday, August 22, 2025 ![DNA tests helping track local Legionnaires' outbreak](data:image/svg;base64,iVBORw0KG...",claim_corroboration_review,duplicate_event_clustering,New York City,P1_high,33,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_010 - Legionnaires' disease outbreak: Sixth person dies in Legionnaires' disease outb...,Legionnaires' disease outbreak: Sixth person dies in Legionnaires' disease outbreak in Harlem as cases rise to 111 - ABC7 New York,https://abc7ny.com/post/legionnaires-disease-outbreak-sixth-person-dies-harlem-cases-rise-111/17607821,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_8e86f33ccf00_006; event_010,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-20,Legionnaires' disease,# Legionnaires’ outbreak kills five and infects over 100 in New York,claim_corroboration_review,duplicate_event_clustering,New York,P1_high,34,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_011 - Legionnaires' outbreak kills five and infects over 100 in New York,Legionnaires' outbreak kills five and infects over 100 in New York,https://www.bmj.com/content/390/bmj.r1785,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_72af26a33522_001; rec_src_search_72af26a33522_002; event_011,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-20,Legionnaires' disease,The health department told _The BMJ_ that as of 20 August 14 people remained in hospital but that no new cases or deaths had been reported. The department has sampled and …,claim_corroboration_review,duplicate_event_clustering,New York,P1_high,35,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_012 - Legionnaires' outbreak kills five and infects over 100 in New York,Legionnaires' outbreak kills five and infects over 100 in New York,https://www.bmj.com/content/390/bmj.r1785,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_72af26a33522_003; event_012,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-27,Legionnaires' disease,"[Skip to content](#main) ![Goldberg Segalla logo](https://www.goldbergsegalla.com/app/uploads/2026/04/GS-Anniversary-Tagline-Horizonal-Logo-gray-and-red-1-1.svg) ![](https://www.goldbergsegalla.com/app/uploads/2023/07/NewsKnowledge_HEAD.jpg) # News & Knowledge 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation [Home](/) News & Knowledge Knowledge # 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation August 27, 2025 [Andrew J. Scholz](https://www.goldbergsegalla.com/our-team/andrew-j-scholz/) [Michael D. Shalhoub](https://www.goldbergsegalla.com/our-team/michael-d-shalhoub/) [Karen Cullinane](https://www.goldbergsegalla.com/our-team/karen-cullinane/) ## **Key Takeaways:** * ### The New York Cit...",claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,36,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_014 - 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public H...,2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation - Goldberg Segalla,https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_b74bccc017c5_004; rec_src_search_b74bccc017c5_005; event_014,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-27,Legionnaires' disease,"[Skip to content](#main) ![Goldberg Segalla logo](https://www.goldbergsegalla.com/app/uploads/2026/04/GS-Anniversary-Tagline-Horizonal-Logo-gray-and-red-1-1.svg) ![](https://www.goldbergsegalla.com/app/uploads/2023/07/NewsKnowledge_HEAD.jpg) # News & Knowledge 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation [Home](/) News & Knowledge Knowledge # 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation August 27, 2025 [Andrew J. Scholz](https://www.goldbergsegalla.com/our-team/andrew-j-scholz/) [Michael D. Shalhoub](https://www.goldbergsegalla.com/our-team/michael-d-shalhoub/) [Karen Cullinane](https://www.goldbergsegalla.com/our-team/karen-cullinane/) ## **Key Takeaways:** * ### The New York Cit...",claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,37,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_015 - 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public H...,2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation - Goldberg Segalla,https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_b74bccc017c5_006; event_015,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-29,Legionnaires' disease,![NYC](/assets/home/images/global/nyc_white.png) ![](/assets/home/images/global/upper-header-divider.gif) ![](/assets/home/images/global/upper-header-divider.gif) ![NYC Health](/assets/doh/images/content/header/logo.png) ![Language](/assets/home/images/global/language.gif) ## Promoting and Protecting the City's Health ![Print icon](/assets/home/images/global/print.png) # New York City Health Department Closes Investigation of Central Harlem Legionnaires’ Disease Cluster *Cluster Investigation is Complete and Residents and Visitors to Central Harlem Are Not at Increased Risk of Acquiring Legionnaires’ Disease* Adams Administration Proposes Package of Reforms to Reduce Risk of Legionnaires Molecular Analysis Matches Legionella Strain Found in Cooling Towers at Two Locations to Legionella...,claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,38,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_019 - New York City Health Department Closes Investigation of Central Harlem Legionna...,New York City Health Department Closes Investigation of Central Harlem Legionnaires’ Disease Cluster - NYC Health,https://www.nyc.gov/site/doh/about/press/pr2025/health-department-closes-investigation-central-harlem-legionnaires-cluster.page,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_1596aec16d67_001; event_019,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-29,Legionnaires' disease,![NYC](/assets/home/images/global/nyc_white.png) ![](/assets/home/images/global/upper-header-divider.gif) ![](/assets/home/images/global/upper-header-divider.gif) ![NYC Health](/assets/doh/images/content/header/logo.png) ![Language](/assets/home/images/global/language.gif) ## Promoting and Protecting the City's Health ![Print icon](/assets/home/images/global/print.png) # New York City Health Department Closes Investigation of Central Harlem Legionnaires’ Disease Cluster *Cluster Investigation is Complete and Residents and Visitors to Central Harlem Are Not at Increased Risk of Acquiring Legionnaires’ Disease* Adams Administration Proposes Package of Reforms to Reduce Risk of Legionnaires Molecular Analysis Matches Legionella Strain Found in Cooling Towers at Two Locations to Legionella...,claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,39,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_020 - New York City Health Department Closes Investigation of Central Harlem Legionna...,New York City Health Department Closes Investigation of Central Harlem Legionnaires’ Disease Cluster - NYC Health,https://www.nyc.gov/site/doh/about/press/pr2025/health-department-closes-investigation-central-harlem-legionnaires-cluster.page,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_1596aec16d67_002; event_020,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-14,Legionnaires' disease,![vaccineadvisor logo](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/logos/vaccineadvisor.svg) ![HMN logo](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/HMN-logo-1line.svg) ![facebook share](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/facebook-social-share.svg) ![twitter share](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/twitter-social-share-x.svg) ![linkedin share](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/linkedin-social-share.svg) ![email](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/email-social-share.svg) ![print](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/...,claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,40,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,"claim corroboration review - review_duplicate_event_023 - NYC Legionnaires' Outbreak: Fourth Death Confirmed, 101 Sickened","NYC Legionnaires' Outbreak: Fourth Death Confirmed, 101 Sickened",https://www.vaccineadvisor.com/news/nyc-legionnaires-outbreak-fourth-death-confirmed-101-sickened,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_743df961a25b_003; rec_src_search_743df961a25b_004; event_023,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-14,Legionnaires' disease,"#### Official website. How you know ##### **Official websites use .gov** A .gov website belongs to an official government organization in the United States. ##### **Secure .gov websites use HTTPS** A lock (🔒) or https:// means you’ve safely connected to the .gov website. Share sensitive information only on official, secure websites. ![NYC Logo](/content/experience-fragments/global/us/en/site/header/master/_jcr_content/root/globalheader/image.coreimg.svg/1781024686028/nyc-logo.svg) ### Top languages ### More languages [Office of the Mayor](/mayors-office) # Transcript: Mayor Adams Makes Public Health-Related Announcement with DOHMH Commissioner Dr. Morse and NYC Health + Hospitals CEO Dr. Katz August 14, 2025 **Mayor Eric Adams:** Thank you so much, I'm joined here in Harlem– to really g...",claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,41,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_025 - Transcript: Mayor Adams Makes Public Health-Related Announcement with DOHMH Com...,Transcript: Mayor Adams Makes Public Health-Related Announcement with DOHMH Commissioner Dr. Morse and NYC Health + Hospitals CEO Dr. Katz - NYC Mayor's Office,https://www.nyc.gov/mayors-office/news/2025/08/transcript--mayor-adams-makes-public-health-related-announcement,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_950d652e6d2a_001; event_025,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-30,Legionnaires' disease,"[![](https://cdn.abcotvs.net/abcotv/assets/news/global/images/feature-header/wabc-lg.svg)![](https://cdn.abcotvs.net/abcotv/assets/news/global/images/feature-header/wabc-sm.svg)](https://abc7ny.com/) [24/7 Live](https://abc7ny.com/watch/live/)[New York City](https://abc7ny.com/new-york/)[New Jersey](https://abc7ny.com/new-jersey/)[Long Island](https://abc7ny.com/long-island/)[Northern Suburbs](https://abc7ny.com/northern-suburbs/)[Connecticut](https://abc7ny.com/connecticut/) * [HEALTH & FITNESS](/topic/health/) # New York City Health Department declares Harlem Legionnaires' outbreak officially over ![WABC logo](https://cdn.abcotvs.net/abcotv/static/common/origins/origin-wabc.png) Saturday, August 30, 2025 ![NYC Health Dept. declares Harlem Legionnaires' outbreak officially over](data:i...",claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,42,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_026 - New York City Health Department declares Harlem Legionnaires ...,New York City Health Department declares Harlem Legionnaires ...,https://abc7ny.com/post/legionnaires-disease-outbreak-nyc-health-department-declares-cluster-harlem-officially/17684717,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_caf9b786a60e_005; rec_src_search_caf9b786a60e_006; rec_src_search_caf9b786a60e_007; event_026,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-30,Legionnaires' disease,"[![](https://cdn.abcotvs.net/abcotv/assets/news/global/images/feature-header/wabc-lg.svg)![](https://cdn.abcotvs.net/abcotv/assets/news/global/images/feature-header/wabc-sm.svg)](https://abc7ny.com/) [24/7 Live](https://abc7ny.com/watch/live/)[New York City](https://abc7ny.com/new-york/)[New Jersey](https://abc7ny.com/new-jersey/)[Long Island](https://abc7ny.com/long-island/)[Northern Suburbs](https://abc7ny.com/northern-suburbs/)[Connecticut](https://abc7ny.com/connecticut/) * [HEALTH & FITNESS](/topic/health/) # New York City Health Department declares Harlem Legionnaires' outbreak officially over ![WABC logo](https://cdn.abcotvs.net/abcotv/static/common/origins/origin-wabc.png) Saturday, August 30, 2025 ![NYC Health Dept. declares Harlem Legionnaires' outbreak officially over](data:i...",claim_corroboration_review,duplicate_event_clustering,"New York City, New York",P1_high,43,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_027 - New York City Health Department declares Harlem Legionnaires ...,New York City Health Department declares Harlem Legionnaires ...,https://abc7ny.com/post/legionnaires-disease-outbreak-nyc-health-department-declares-cluster-harlem-officially/17684717,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_caf9b786a60e_008; event_027,record,Claim-level support is unresolved or depends on a single source.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-08-01-2025-08-31,Legionnaires' disease,,source_identity_review,source_credibility,New York City,P1_high,44,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_1596aec16d67 - New York City Health Department Closes Investigation of Cent...,New York City Health Department Closes Investigation of Central Harlem Legionnaires’ Disease Cluster - NYC Health,https://www.nyc.gov/site/doh/about/press/pr2025/health-department-closes-investigation-central-harlem-legionnaires-cluster.page,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_1596aec16d67,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-08-01-2025-08-31,Legionnaires' disease,,source_identity_review,source_credibility,New York City,P1_high,45,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_5b7e6dfb326c - New York City Health Department Provides Update on Community...,New York City Health Department Provides Update on Community ...,https://www.nyc.gov/site/doh/about/press/pr2025/nyc-health-provides-third-legionnaires-cluster-update.page,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_5b7e6dfb326c,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-08-01-2025-08-31,Legionnaires' disease,,source_identity_review,source_credibility,New York City,P1_high,46,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_743df961a25b - NYC Legionnaires' Outbreak: Fourth Death Confirmed, 101 Sick...","NYC Legionnaires' Outbreak: Fourth Death Confirmed, 101 Sickened",https://www.vaccineadvisor.com/news/nyc-legionnaires-outbreak-fourth-death-confirmed-101-sickened,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_743df961a25b,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-08-01-2025-08-31,Legionnaires' disease,,source_identity_review,source_credibility,New York City,P1_high,47,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_950d652e6d2a - Transcript: Mayor Adams Makes Public Health-Related Announce...,Transcript: Mayor Adams Makes Public Health-Related Announcement with DOHMH Commissioner Dr. Morse and NYC Health + Hospitals CEO Dr. Katz - NYC Mayor's Office,https://www.nyc.gov/mayors-office/news/2025/08/transcript--mayor-adams-makes-public-health-related-announcement,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_950d652e6d2a,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-08-01-2025-08-31,Legionnaires' disease,,source_identity_review,source_credibility,New York City,P1_high,48,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"source identity review - review_source_credibility_src_search_a9306f6e1687 - Transcript: First Deputy Mayor Mastro, NYC Health + Hospital...","Transcript: First Deputy Mayor Mastro, NYC Health + Hospitals, and ...",https://www.nyc.gov/mayors-office/news/2025/08/transcript--first-deputy-mayor-mastro--nyc-health---hospitals--a,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_a9306f6e1687,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-08-01-2025-08-31,Legionnaires' disease,,source_identity_review,source_credibility,New York City,P1_high,49,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_b74bccc017c5 - 2025 Legionnaires’ Disease Community Cluster in New York Cit...,2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation - Goldberg Segalla,https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_b74bccc017c5,source,Publisher or source identity uncertainty can affect source independence and credibility.
