actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,New York,P3_low,17,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_58fde24d715b - Track Covid-19 in the U.S.: Latest Data and Maps - ny times,Track Covid-19 in the U.S.: Latest Data and Maps - ny times,https://www.nytimes.com/interactive/2023/us/covid-cases.html,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_58fde24d715b,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,New York,P3_low,18,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_5ce266c03958 - COVID | NYC Open Data,COVID | NYC Open Data,https://data.cityofnewyork.us/Health/COVID/y5z2-enr7,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_5ce266c03958,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,New York,P3_low,19,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_650359dcfc71 - COVID-19 Daily Counts of Cases, Hospitalizations, and Deaths","COVID-19 Daily Counts of Cases, Hospitalizations, and Deaths",https://data.cityofnewyork.us/Health/COVID-19-Daily-Counts-of-Cases-Hospitalizations-an/rc75-m7u3,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_650359dcfc71,source,This review item requires human inspection before it should affect downstream interpretation.
coronavirus.health.ny.gov,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,New York,P3_low,20,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_66002ff28cf6 - COVID-19 Data in New York | Department of Health,COVID-19 Data in New York | Department of Health,https://coronavirus.health.ny.gov/covid-19-data-new-york,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_66002ff28cf6,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,New York,P3_low,21,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_96c2ddef784f - GitHub - nytimes/covid-19-data: A repository of data on coronavirus cas...,GitHub - nytimes/covid-19-data: A repository of data on coronavirus cases and deaths in the U.S. · GitHub,https://github.com/nytimes/covid-19-data,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_96c2ddef784f,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,New York,P3_low,22,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_979be3c147ca - Provisional COVID-19 Mortality Surveillance - CDC,Provisional COVID-19 Mortality Surveillance - CDC,https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_979be3c147ca,source,This review item requires human inspection before it should affect downstream interpretation.
National Center for Biotechnology Information,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,New York,P3_low,23,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_998b5385138b - COVID-19–Associated Hospitalizations Among U.S. Adults Aged ≥18 Years —...,"COVID-19–Associated Hospitalizations Among U.S. Adults Aged ≥18 Years — COVID-NET, 12 States, October 2023–April 2024",https://pmc.ncbi.nlm.nih.gov/articles/PMC11449267,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_998b5385138b,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,New York,P3_low,24,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_af2355dda632 - COVID-19: Data Trends and Totals - NYC Health,COVID-19: Data Trends and Totals - NYC Health,https://www.nyc.gov/site/doh/covid/covid-19-data-totals.page,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_af2355dda632,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,New York,P3_low,25,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_d5598f1ff469 - Respiratory Illness Surveillance Dashboard - ROC HEALTH DATA,Respiratory Illness Surveillance Dashboard - ROC HEALTH DATA,https://rochealthdata.org/influenza-surveillance-dashboard,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_d5598f1ff469,source,This review item requires human inspection before it should affect downstream interpretation.
coronavirus.health.ny.gov,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,New York,P3_low,26,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_fc41756dc833 - Weekly Hospitalization Summary | Department of Health - COVID-19,Weekly Hospitalization Summary | Department of Health - COVID-19,https://coronavirus.health.ny.gov/daily-hospitalization-summary,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_fc41756dc833,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,27,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_000e4ff17a91 - GitHub - nychealth/coronavirus-data: This repository contains data on Coronaviru...,"GitHub - nychealth/coronavirus-data: This repository contains data on Coronavirus Disease 2019 (COVID-19) in New York City (NYC), from the NYC Department of Health and Mental Hygiene. · GitHub",https://github.com/nychealth/coronavirus-data,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_000e4ff17a91,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,28,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_0af03f2493e8 - COVID-19 Daily Counts of Cases, Hospitalizations, and ...","COVID-19 Daily Counts of Cases, Hospitalizations, and ...",http://catalog.data.gov/dataset/covid-19-daily-counts-of-cases-hospitalizations-and-deaths,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_0af03f2493e8,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,29,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_478ca202141b - United States COVID - Coronavirus Statistics - Worldometer,United States COVID - Coronavirus Statistics - Worldometer,https://www.worldometers.info/coronavirus/country/us,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_478ca202141b,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,30,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_58fde24d715b - Track Covid-19 in the U.S.: Latest Data and Maps - ny times,Track Covid-19 in the U.S.: Latest Data and Maps - ny times,https://www.nytimes.com/interactive/2023/us/covid-cases.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_58fde24d715b,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,31,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_5ce266c03958 - COVID | NYC Open Data,COVID | NYC Open Data,https://data.cityofnewyork.us/Health/COVID/y5z2-enr7,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_5ce266c03958,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,32,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_650359dcfc71 - COVID-19 Daily Counts of Cases, Hospitalizations, and Deaths","COVID-19 Daily Counts of Cases, Hospitalizations, and Deaths",https://data.cityofnewyork.us/Health/COVID-19-Daily-Counts-of-Cases-Hospitalizations-an/rc75-m7u3,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_650359dcfc71,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,33,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_6815a00063a1 - Respiratory illnesses continue across New York State Widespread ...,Respiratory illnesses continue across New York State Widespread ...,https://www.facebook.com/OCPHealth/posts/respiratory-illnesses-continue-across-new-york-statewidespread-flu-covid-19-and-/1298615802293326,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_6815a00063a1,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,34,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_68678448bb04 - New York - COVID-19 Overview - Johns Hopkins,New York - COVID-19 Overview - Johns Hopkins,https://coronavirus.jhu.edu/region/us/new-york,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_68678448bb04,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,35,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_96c2ddef784f - GitHub - nytimes/covid-19-data: A repository of data on coronavirus cases and de...,GitHub - nytimes/covid-19-data: A repository of data on coronavirus cases and deaths in the U.S. · GitHub,https://github.com/nytimes/covid-19-data,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_96c2ddef784f,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,36,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_9993790c8a7a - COVID-19 pandemic in New York City - Wikipedia,COVID-19 pandemic in New York City - Wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_New_York_City,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_9993790c8a7a,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,37,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_af2355dda632 - COVID-19: Data Trends and Totals - NYC Health,COVID-19: Data Trends and Totals - NYC Health,https://www.nyc.gov/site/doh/covid/covid-19-data-totals.page,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_af2355dda632,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,38,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_b11655490f96 - How did COVID-19 affect people in New York? | USAFacts,How did COVID-19 affect people in New York? | USAFacts,https://usafacts.org/answers/how-did-covid-19-affect-people-in-the-us/state/new-york,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_b11655490f96,source,This review item requires human inspection before it should affect downstream interpretation.
World Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,39,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_b20ad52ed0ba - Summary,Summary,https://data.who.int/dashboards/covid19/summary,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_b20ad52ed0ba,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,40,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_d5900bb8aa62 - COVID-19 pandemic in the United States - Wikipedia,COVID-19 pandemic in the United States - Wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_the_United_States,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_d5900bb8aa62,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-01-01-2024-01-07,COVID-19,,general_review,source_screening,New York,P3_low,41,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_f1a19efce8d2 - New York State COVID update on Thursday, Jan. 20 - Facebook","New York State COVID update on Thursday, Jan. 20 - Facebook",https://www.facebook.com/wten.albany/posts/new-york-state-covid-update-on-thursday-jan-20/10166417185515195,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_f1a19efce8d2,source,This review item requires human inspection before it should affect downstream interpretation.
