actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,11,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_0a7b36e413fd - Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending October...","Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending October 4, 2025 | FluView | CDC",https://www.cdc.gov/fluview/surveillance/2025-week-40.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_0a7b36e413fd,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,12,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_0ecd29cced03 - 2024–2025 United States flu season - Wikipedia,2024–2025 United States flu season - Wikipedia,https://en.wikipedia.org/wiki/2024%E2%80%932025_United_States_flu_season,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_0ecd29cced03,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,13,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_0fff1ff8aec5 - Weekly US Influenza Surveillance Report: Key Updates for Week 53, ending January...","Weekly US Influenza Surveillance Report: Key Updates for Week 53, ending January 3, 2026 | FluView | CDC",https://www.cdc.gov/fluview/surveillance/2025-week-53.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_0fff1ff8aec5,source,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,14,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_275b134ca50b - Regional Update, Influenza and Other Respiratory Viruses. Epidemiological Week 4...","Regional Update, Influenza and Other Respiratory Viruses. Epidemiological Week 40 (10 October 2025) - PAHO/WHO | Pan American Health Organization",https://www.paho.org/en/documents/regional-update-influenza-and-other-respiratory-viruses-epidemiological-week-40-10,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_275b134ca50b,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,15,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_2803152d7acd - Weekly US Influenza Surveillance Report: Key Updates for Week 52, ending Decembe...","Weekly US Influenza Surveillance Report: Key Updates for Week 52, ending December 28, 2024 | FluView | CDC",https://www.cdc.gov/fluview/surveillance/2024-week-52.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_2803152d7acd,source,This review item requires human inspection before it should affect downstream interpretation.
World Health Organization,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,16,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_2f0a4cb6cf21 - [PDF] Influenza weekly bulletin Week 40-2025,[PDF] Influenza weekly bulletin Week 40-2025,https://applications.emro.who.int/docs/WHOEMCSR844E-eng.pdf,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_2f0a4cb6cf21,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,17,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_3c62a0b5d9d6 - PAHO calls for strengthened vaccination and surveillance in Americas,PAHO calls for strengthened vaccination and surveillance in Americas,https://www.facebook.com/kaieteurnewsonline/posts/the-pan-american-health-organisation-paho-has-issued-a-briefing-note-updating-co/1466895658597947,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_3c62a0b5d9d6,source,This review item requires human inspection before it should affect downstream interpretation.
CIDRAP,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,18,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_3ca7d0dccaf3 - US data highlight severity of 2024-25 flu season | CIDRAP,US data highlight severity of 2024-25 flu season | CIDRAP,https://www.cidrap.umn.edu/influenza-general/us-data-highlight-severity-2024-25-flu-season,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_3ca7d0dccaf3,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,19,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_421d9a4e7d1c - Weekly US Influenza Surveillance Report: Key Updates for Week 34, ending August...","Weekly US Influenza Surveillance Report: Key Updates for Week 34, ending August 23, 2025 | FluView | CDC",https://www.cdc.gov/fluview/surveillance/2025-week-34.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_421d9a4e7d1c,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,20,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_50b73d583e75 - US CDC says 2025-26 flu season 'moderately severe' as cases hit ...,US CDC says 2025-26 flu season 'moderately severe' as cases hit ...,https://www.reuters.com/business/healthcare-pharmaceuticals/us-cdc-says-2025-26-flu-season-moderately-severe-cases-hit-11-million-2026-01-05,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_50b73d583e75,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,21,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_56888319c899 - 2024 to 2025 US Influenza Season Sets Record Hospitalization Rate,2024 to 2025 US Influenza Season Sets Record Hospitalization Rate,https://www.contagionlive.com/view/2024-to-2025-us-influenza-season-sets-record-hospitalization-rate,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_56888319c899,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,22,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_56ae1d93a391 - 2024–2025 Influenza Season Summary: Severity, Disease Burden, and Burden Prevent...","2024–2025 Influenza Season Summary: Severity, Disease Burden, and Burden Prevented | Flu Burden | CDC",https://www.cdc.gov/flu-burden/php/data-vis-vac/2024-2025-prevented.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_56ae1d93a391,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,23,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_5d420ffb46a3 - Microsoft Word - 2023-2024 Season Summary Final,Microsoft Word - 2023-2024 Season Summary Final,https://nnph.org/files/phd/communicable-diseases/flu_reports/weekly-reports/Historic_data/2023-2024%20Season%20Summary.pdf,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_5d420ffb46a3,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,24,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_788fc63b0a32 - Number of flu cases per year U.S.| Statista,Number of flu cases per year U.S.| Statista,https://www.statista.com/statistics/861113/estimated-number-of-flu-cases-us,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_788fc63b0a32,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,25,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_7a2a0b4aafab - Weekly US Influenza Surveillance Report: Key Updates for Week 31, ending August...","Weekly US Influenza Surveillance Report: Key Updates for Week 31, ending August 2, 2025 | FluView | CDC",https://www.cdc.gov/fluview/surveillance/2025-week-31.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_7a2a0b4aafab,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,26,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_7c93d846b7e6 - Weekly US Influenza Surveillance Report: Key Updates for Week 46, ending Novembe...","Weekly US Influenza Surveillance Report: Key Updates for Week 46, ending November 15, 2025 | FluView | CDC",https://www.cdc.gov/fluview/surveillance/2025-week-46.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_7c93d846b7e6,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,27,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_7edb5942f160 - Weekly US Influenza Surveillance Report: Key Updates for Week 51, ending Decembe...","Weekly US Influenza Surveillance Report: Key Updates for Week 51, ending December 20, 2025 | FluView | CDC",https://www.cdc.gov/fluview/surveillance/2025-week-51.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_7edb5942f160,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,28,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_ab285e09d5d1 - US flu map update for 2024-25 season - Facebook,US flu map update for 2024-25 season - Facebook,https://www.facebook.com/groups/467721200417375/posts/2160023257853819,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_ab285e09d5d1,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2024-09-29-2024-10-05,Influenza,,general_review,source_screening,United States,P3_low,29,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_d4520b372d72 - Weekly US Influenza Surveillance Report: Key Updates for Week 49, ending Decembe...","Weekly US Influenza Surveillance Report: Key Updates for Week 49, ending December 6, 2025",https://www.cdc.gov/fluview/surveillance/2025-week-49.html,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_d4520b372d72,source,This review item requires human inspection before it should affect downstream interpretation.
